😀	Gesicht, grinsendes Gesicht, lol, lustig
👏🏾	Beifall, Hände, Klatschen, applaudieren, klatschende Hände, klatschende Hände: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👏🏿	Beifall, Hände, Klatschen, applaudieren, dunkle Hautfarbe, klatschende Hände, klatschende Hände: dunkle Hautfarbe
🙌	feiern, zwei erhobene Handflächen
🙌🏻	feiern, helle Hautfarbe, zwei erhobene Handflächen, zwei erhobene Handflächen: helle Hautfarbe
🙌🏼	feiern, mittelhelle Hautfarbe, zwei erhobene Handflächen, zwei erhobene Handflächen: mittelhelle Hautfarbe
🙌🏽	feiern, mittlere Hautfarbe, zwei erhobene Handflächen, zwei erhobene Handflächen: mittlere Hautfarbe
🙌🏾	feiern, mitteldunkle Hautfarbe, zwei erhobene Handflächen, zwei erhobene Handflächen: mitteldunkle Hautfarbe
🙌🏿	dunkle Hautfarbe, feiern, zwei erhobene Handflächen, zwei erhobene Handflächen: dunkle Hautfarbe
👐	Hände, offen, offene Hände
👐🏻	Hände, helle Hautfarbe, offen, offene Hände, offene Hände: helle Hautfarbe
👐🏼	Hände, mittelhelle Hautfarbe, offen, offene Hände, offene Hände: mittelhelle Hautfarbe
👐🏽	Hände, mittlere Hautfarbe, offen, offene Hände, offene Hände: mittlere Hautfarbe
👐🏾	Hände, mitteldunkle Hautfarbe, offen, offene Hände, offene Hände: mitteldunkle Hautfarbe
👐🏿	Hände, dunkle Hautfarbe, offen, offene Hände, offene Hände: dunkle Hautfarbe
🤲	Handflächen nach oben, beten
🤲🏻	Handflächen nach oben, Handflächen nach oben: helle Hautfarbe, beten, helle Hautfarbe
🤲🏼	Handflächen nach oben, Handflächen nach oben: mittelhelle Hautfarbe, beten, mittelhelle Hautfarbe
🤲🏽	Handflächen nach oben, Handflächen nach oben: mittlere Hautfarbe, beten, mittlere Hautfarbe
🤲🏾	Handflächen nach oben, Handflächen nach oben: mitteldunkle Hautfarbe, beten, mitteldunkle Hautfarbe
🤲🏿	Handflächen nach oben, Handflächen nach oben: dunkle Hautfarbe, beten, dunkle Hautfarbe
🤝	Handschlag, Hände, Händeschütteln, Vereinbarung
🙏	Gebet, beten, betende Hände, bitte
🙏🏻	Gebet, beten, betende Hände, betende Hände: helle Hautfarbe, bitte, helle Hautfarbe
🙏🏼	Gebet, beten, betende Hände, betende Hände: mittelhelle Hautfarbe, bitte, mittelhelle Hautfarbe
🙏🏽	Gebet, beten, betende Hände, betende Hände: mittlere Hautfarbe, bitte, mittlere Hautfarbe
🙏🏾	Gebet, beten, betende Hände, betende Hände: mitteldunkle Hautfarbe, bitte, mitteldunkle Hautfarbe
🙏🏿	Gebet, beten, betende Hände, betende Hände: dunkle Hautfarbe, bitte, dunkle Hautfarbe
✍️	Hand, Schreiben, schreiben, schreibende Hand
✍🏻	Hand, Schreiben, helle Hautfarbe, schreiben, schreibende Hand, schreibende Hand: helle Hautfarbe
✍🏼	Hand, Schreiben, mittelhelle Hautfarbe, schreiben, schreibende Hand, schreibende Hand: mittelhelle Hautfarbe
✍🏽	Hand, Schreiben, mittlere Hautfarbe, schreiben, schreibende Hand, schreibende Hand: mittlere Hautfarbe
✍🏾	Hand, Schreiben, mitteldunkle Hautfarbe, schreiben, schreibende Hand, schreibende Hand: mitteldunkle Hautfarbe
✍🏿	Hand, Schreiben, dunkle Hautfarbe, schreiben, schreibende Hand, schreibende Hand: dunkle Hautfarbe
💅	Kosmetik, Maniküre, Nagel, Nagellack, Nagelpflege
💅🏻	Kosmetik, Maniküre, Nagel, Nagellack, Nagellack: helle Hautfarbe, Nagelpflege, helle Hautfarbe
💅🏼	Kosmetik, Maniküre, Nagel, Nagellack, Nagellack: mittelhelle Hautfarbe, Nagelpflege, mittelhelle Hautfarbe
💅🏽	Kosmetik, Maniküre, Nagel, Nagellack, Nagellack: mittlere Hautfarbe, Nagelpflege, mittlere Hautfarbe
💅🏾	Kosmetik, Maniküre, Nagel, Nagellack, Nagellack: mitteldunkle Hautfarbe, Nagelpflege, mitteldunkle Hautfarbe
💅🏿	Kosmetik, Maniküre, Nagel, Nagellack, Nagellack: dunkle Hautfarbe, Nagelpflege, dunkle Hautfarbe
🤳	Selfie, Smartphone
🤳🏻	Selfie, Selfie: helle Hautfarbe, Smartphone, helle Hautfarbe
🤳🏼	Selfie, Selfie: mittelhelle Hautfarbe, Smartphone, mittelhelle Hautfarbe
🤳🏽	Selfie, Selfie: mittlere Hautfarbe, Smartphone, mittlere Hautfarbe
🤳🏾	Selfie, Selfie: mitteldunkle Hautfarbe, Smartphone, mitteldunkle Hautfarbe
🤳🏿	Selfie, Selfie: dunkle Hautfarbe, Smartphone, dunkle Hautfarbe
💪	Comic, Muskeln anspannen, angespannter Bizeps, stark
💪🏻	Comic, Muskeln anspannen, angespannter Bizeps, angespannter Bizeps: helle Hautfarbe, helle Hautfarbe, stark
💪🏼	Comic, Muskeln anspannen, angespannter Bizeps, angespannter Bizeps: mittelhelle Hautfarbe, mittelhelle Hautfarbe, stark
💪🏽	Comic, Muskeln anspannen, angespannter Bizeps, angespannter Bizeps: mittlere Hautfarbe, mittlere Hautfarbe, stark
💪🏾	Comic, Muskeln anspannen, angespannter Bizeps, angespannter Bizeps: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe, stark
💪🏿	Comic, Muskeln anspannen, angespannter Bizeps, angespannter Bizeps: dunkle Hautfarbe, dunkle Hautfarbe, stark
🦾	Armprothese, Barrierefreiheit, Prothese
🦿	Barrierefreiheit, Beinprothese, Prothese
🦵	Bein, Treten, Tritt
🦵🏻	Bein, Bein: helle Hautfarbe, Treten, Tritt, helle Hautfarbe
🦵🏼	Bein, Bein: mittelhelle Hautfarbe, Treten, Tritt, mittelhelle Hautfarbe
🦵🏽	Bein, Bein: mittlere Hautfarbe, Treten, Tritt, mittlere Hautfarbe
🦵🏾	Bein, Bein: mitteldunkle Hautfarbe, Treten, Tritt, mitteldunkle Hautfarbe
🦵🏿	Bein, Bein: dunkle Hautfarbe, Treten, Tritt, dunkle Hautfarbe
🦶	Fuß, Stampfen, Treten
🦶🏻	Fuß, Fuß: helle Hautfarbe, Stampfen, Treten, helle Hautfarbe
🦶🏼	Fuß, Fuß: mittelhelle Hautfarbe, Stampfen, Treten, mittelhelle Hautfarbe
🦶🏽	Fuß, Fuß: mittlere Hautfarbe, Stampfen, Treten, mittlere Hautfarbe
🦶🏾	Fuß, Fuß: mitteldunkle Hautfarbe, Stampfen, Treten, mitteldunkle Hautfarbe
🦶🏿	Fuß, Fuß: dunkle Hautfarbe, Stampfen, Treten, dunkle Hautfarbe
👂️	Körperteil, Ohr
👂🏻	Körperteil, Ohr, Ohr: helle Hautfarbe, helle Hautfarbe
👂🏼	Körperteil, Ohr, Ohr: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👂🏽	Körperteil, Ohr, Ohr: mittlere Hautfarbe, mittlere Hautfarbe
👂🏾	Körperteil, Ohr, Ohr: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👂🏿	Körperteil, Ohr, Ohr: dunkle Hautfarbe, dunkle Hautfarbe
🦻	Barrierefreiheit, Hörgerät, Hörhilfe, Ohr mit Hörhilfe, gehörlos, taub
🦻🏻	Barrierefreiheit, Hörgerät, Hörhilfe, Ohr mit Hörhilfe, Ohr mit Hörhilfe: helle Hautfarbe, gehörlos, helle Hautfarbe, taub
🦻🏼	Barrierefreiheit, Hörgerät, Hörhilfe, Ohr mit Hörhilfe, Ohr mit Hörhilfe: mittelhelle Hautfarbe, gehörlos, mittelhelle Hautfarbe, taub
🦻🏽	Barrierefreiheit, Hörgerät, Hörhilfe, Ohr mit Hörhilfe, Ohr mit Hörhilfe: mittlere Hautfarbe, gehörlos, mittlere Hautfarbe, taub
🦻🏾	Barrierefreiheit, Hörgerät, Hörhilfe, Ohr mit Hörhilfe, Ohr mit Hörhilfe: mitteldunkle Hautfarbe, gehörlos, mitteldunkle Hautfarbe, taub
🦻🏿	Barrierefreiheit, Hörgerät, Hörhilfe, Ohr mit Hörhilfe, Ohr mit Hörhilfe: dunkle Hautfarbe, dunkle Hautfarbe, gehörlos, taub
👃	Körperteil, Nase
👃🏻	Körperteil, Nase, Nase: helle Hautfarbe, helle Hautfarbe
👃🏼	Körperteil, Nase, Nase: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👃🏽	Körperteil, Nase, Nase: mittlere Hautfarbe, mittlere Hautfarbe
👃🏾	Körperteil, Nase, Nase: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👃🏿	Körperteil, Nase, Nase: dunkle Hautfarbe, dunkle Hautfarbe
🧠	Gehirn, intelligent
🦷	Zahn, Zahn ziehen, Zahnarzt, Zahnärztin
🦴	Knochen, Skelett
👀	Auge, Augen, Gesicht
👁️	Auge, Körperteil
👅	Körperteil, Zunge
👄	Körperteil, Lippen, Mund
👶	Baby, Gesicht
👶🏻	Baby, Baby: helle Hautfarbe, Gesicht, helle Hautfarbe
👶🏼	Baby, Baby: mittelhelle Hautfarbe, Gesicht, mittelhelle Hautfarbe
👶🏽	Baby, Baby: mittlere Hautfarbe, Gesicht, mittlere Hautfarbe
👶🏾	Baby, Baby: mitteldunkle Hautfarbe, Gesicht, mitteldunkle Hautfarbe
👶🏿	Baby, Baby: dunkle Hautfarbe, Gesicht, dunkle Hautfarbe
🧒	Kind, geschlechtsneutral, jung
🧒🏻	Kind, Kind: helle Hautfarbe, geschlechtsneutral, helle Hautfarbe, jung
🧒🏼	Kind, Kind: mittelhelle Hautfarbe, geschlechtsneutral, jung, mittelhelle Hautfarbe
🧒🏽	Kind, Kind: mittlere Hautfarbe, geschlechtsneutral, jung, mittlere Hautfarbe
🧒🏾	Kind, Kind: mitteldunkle Hautfarbe, geschlechtsneutral, jung, mitteldunkle Hautfarbe
🧒🏿	Kind, Kind: dunkle Hautfarbe, dunkle Hautfarbe, geschlechtsneutral, jung
👦	Gesicht, Junge
👦🏻	Gesicht, Junge, Junge: helle Hautfarbe, helle Hautfarbe
👦🏼	Gesicht, Junge, Junge: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👦🏽	Gesicht, Junge, Junge: mittlere Hautfarbe, mittlere Hautfarbe
👦🏾	Gesicht, Junge, Junge: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👦🏿	Gesicht, Junge, Junge: dunkle Hautfarbe, dunkle Hautfarbe
👧	Gesicht, Mädchen
👧🏻	Gesicht, Mädchen, Mädchen: helle Hautfarbe, helle Hautfarbe
👧🏼	Gesicht, Mädchen, Mädchen: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👧🏽	Gesicht, Mädchen, Mädchen: mittlere Hautfarbe, mittlere Hautfarbe
👧🏾	Gesicht, Mädchen, Mädchen: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👧🏿	Gesicht, Mädchen, Mädchen: dunkle Hautfarbe, dunkle Hautfarbe
🧑	Erwachsener, geschlechtsneutral
🧑🏻	Erwachsener, Erwachsener: helle Hautfarbe, geschlechtsneutral, helle Hautfarbe
🧑🏼	Erwachsener, Erwachsener: mittelhelle Hautfarbe, geschlechtsneutral, mittelhelle Hautfarbe
🧑🏽	Erwachsener, Erwachsener: mittlere Hautfarbe, geschlechtsneutral, mittlere Hautfarbe
🧑🏾	Erwachsener, Erwachsener: mitteldunkle Hautfarbe, geschlechtsneutral, mitteldunkle Hautfarbe
🧑🏿	Erwachsener, Erwachsener: dunkle Hautfarbe, dunkle Hautfarbe, geschlechtsneutral
👱	Gesicht, Person: blondes Haar, blonde Haare, blonde Person
👱🏻	Gesicht, Person: blondes Haar, Person: helle Hautfarbe, blondes Haar, blonde Haare, blonde Person, blondes Haar, helle Hautfarbe
👱🏼	Gesicht, Person: blondes Haar, Person: mittelhelle Hautfarbe, blondes Haar, blonde Haare, blonde Person, blondes Haar, mittelhelle Hautfarbe
👱🏽	Gesicht, Person: blondes Haar, Person: mittlere Hautfarbe, blondes Haar, blonde Haare, blonde Person, blondes Haar, mittlere Hautfarbe
👱🏾	Gesicht, Person: blondes Haar, Person: mitteldunkle Hautfarbe, blondes Haar, blonde Haare, blonde Person, blondes Haar, mitteldunkle Hautfarbe
👱🏿	Gesicht, Person: blondes Haar, Person: dunkle Hautfarbe, blondes Haar, blonde Haare, blonde Person, blondes Haar, dunkle Hautfarbe
👨	Mann
👨🏻	Mann, Mann: helle Hautfarbe, helle Hautfarbe
👨🏼	Mann, Mann: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👨🏽	Mann, Mann: mittlere Hautfarbe, mittlere Hautfarbe
👨🏾	Mann, Mann: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👨🏿	Mann, Mann: dunkle Hautfarbe, dunkle Hautfarbe
🧔	Bart, Mann: Bart, Person mit Bart
🧔🏻	Bart, Mann: Bart, Mann: helle Hautfarbe, Bart, Person mit Bart, helle Hautfarbe
🧔🏼	Bart, Mann: Bart, Mann: mittelhelle Hautfarbe, Bart, Person mit Bart, mittelhelle Hautfarbe
🧔🏽	Bart, Mann: Bart, Mann: mittlere Hautfarbe, Bart, Person mit Bart, mittlere Hautfarbe
🧔🏾	Bart, Mann: Bart, Mann: mitteldunkle Hautfarbe, Bart, Person mit Bart, mitteldunkle Hautfarbe
🧔🏿	Bart, Mann: Bart, Mann: dunkle Hautfarbe, Bart, Person mit Bart, dunkle Hautfarbe
👱‍♂	Gesicht, Haar, Mann, Mann: blond, blond, blonder Mann
👱🏻‍♂	Gesicht, Haar, Mann, Mann: blond, Mann: helle Hautfarbe, blond, blond, blonder Mann, helle Hautfarbe
👱🏼‍♂	Gesicht, Haar, Mann, Mann: blond, Mann: mittelhelle Hautfarbe, blond, blond, blonder Mann, mittelhelle Hautfarbe
👱🏽‍♂	Gesicht, Haar, Mann, Mann: blond, Mann: mittlere Hautfarbe, blond, blond, blonder Mann, mittlere Hautfarbe
👱🏾‍♂	Gesicht, Haar, Mann, Mann: blond, Mann: mitteldunkle Hautfarbe, blond, blond, blonder Mann, mitteldunkle Hautfarbe
👱🏿‍♂	Gesicht, Haar, Mann, Mann: blond, Mann: dunkle Hautfarbe, blond, blond, blonder Mann, dunkle Hautfarbe
👨‍🦰	Mann, Mann: rotes Haar, rotes Haar
👨🏻‍🦰	Mann, Mann: helle Hautfarbe, rotes Haar, helle Hautfarbe, rotes Haar
👨🏼‍🦰	Mann, Mann: mittelhelle Hautfarbe, rotes Haar, mittelhelle Hautfarbe, rotes Haar
👨🏽‍🦰	Mann, Mann: mittlere Hautfarbe, rotes Haar, mittlere Hautfarbe, rotes Haar
👨🏾‍🦰	Mann, Mann: mitteldunkle Hautfarbe, rotes Haar, mitteldunkle Hautfarbe, rotes Haar
👨🏿‍🦰	Mann, Mann: dunkle Hautfarbe, rotes Haar, dunkle Hautfarbe, rotes Haar
👨‍🦱	Mann, Mann: lockiges Haar, lockiges Haar
👨🏻‍🦱	Mann, Mann: helle Hautfarbe, lockiges Haar, helle Hautfarbe, lockiges Haar
👨🏼‍🦱	Mann, Mann: mittelhelle Hautfarbe, lockiges Haar, lockiges Haar, mittelhelle Hautfarbe
👨🏽‍🦱	Mann, Mann: mittlere Hautfarbe, lockiges Haar, lockiges Haar, mittlere Hautfarbe
👨🏾‍🦱	Mann, Mann: mitteldunkle Hautfarbe, lockiges Haar, lockiges Haar, mitteldunkle Hautfarbe
👨🏿‍🦱	Mann, Mann: dunkle Hautfarbe, lockiges Haar, dunkle Hautfarbe, lockiges Haar
👨‍🦳	Mann, Mann: weißes Haar, weißes Haar
👨🏻‍🦳	Mann, Mann: helle Hautfarbe, weißes Haar, helle Hautfarbe, weißes Haar
👨🏼‍🦳	Mann, Mann: mittelhelle Hautfarbe, weißes Haar, mittelhelle Hautfarbe, weißes Haar
👨🏽‍🦳	Mann, Mann: mittlere Hautfarbe, weißes Haar, mittlere Hautfarbe, weißes Haar
👨🏾‍🦳	Mann, Mann: mitteldunkle Hautfarbe, weißes Haar, mitteldunkle Hautfarbe, weißes Haar
👨🏿‍🦳	Mann, Mann: dunkle Hautfarbe, weißes Haar, dunkle Hautfarbe, weißes Haar
👨‍🦲	Glatze, Mann, Mann: Glatze
👨🏻‍🦲	Glatze, Mann, Mann: helle Hautfarbe, Glatze, helle Hautfarbe
👨🏼‍🦲	Glatze, Mann, Mann: mittelhelle Hautfarbe, Glatze, mittelhelle Hautfarbe
👨🏽‍🦲	Glatze, Mann, Mann: mittlere Hautfarbe, Glatze, mittlere Hautfarbe
👨🏾‍🦲	Glatze, Mann, Mann: mitteldunkle Hautfarbe, Glatze, mitteldunkle Hautfarbe
👨🏿‍🦲	Glatze, Mann, Mann: dunkle Hautfarbe, Glatze, dunkle Hautfarbe
👩	Frau
👩🏻	Frau, Frau: helle Hautfarbe, helle Hautfarbe
👩🏼	Frau, Frau: mittelhelle Hautfarbe, mittelhelle Hautfarbe
👩🏽	Frau, Frau: mittlere Hautfarbe, mittlere Hautfarbe
👩🏾	Frau, Frau: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
👩🏿	Frau, Frau: dunkle Hautfarbe, dunkle Hautfarbe
👱‍♀	Frau, Frau: blond, Gesicht, Haar, blond, blonde Frau
👱🏻‍♀	Frau, Frau: blond, Frau: helle Hautfarbe, blond, Gesicht, Haar, blond, blonde Frau, helle Hautfarbe
👱🏼‍♀	Frau, Frau: blond, Frau: mittelhelle Hautfarbe, blond, Gesicht, Haar, blond, blonde Frau, mittelhelle Hautfarbe
👱🏽‍♀	Frau, Frau: blond, Frau: mittlere Hautfarbe, blond, Gesicht, Haar, blond, blonde Frau, mittlere Hautfarbe
👱🏾‍♀	Frau, Frau: blond, Frau: mitteldunkle Hautfarbe, blond, Gesicht, Haar, blond, blonde Frau, mitteldunkle Hautfarbe
👱🏿‍♀	Frau, Frau: blond, Frau: dunkle Hautfarbe, blond, Gesicht, Haar, blond, blonde Frau, dunkle Hautfarbe
👩‍🦰	Frau, Frau: rotes Haar, rotes Haar
👩🏻‍🦰	Frau, Frau: helle Hautfarbe, rotes Haar, helle Hautfarbe, rotes Haar
👩🏼‍🦰	Frau, Frau: mittelhelle Hautfarbe, rotes Haar, mittelhelle Hautfarbe, rotes Haar
👩🏽‍🦰	Frau, Frau: mittlere Hautfarbe, rotes Haar, mittlere Hautfarbe, rotes Haar
👩🏾‍🦰	Frau, Frau: mitteldunkle Hautfarbe, rotes Haar, mitteldunkle Hautfarbe, rotes Haar
👩🏿‍🦰	Frau, Frau: dunkle Hautfarbe, rotes Haar, dunkle Hautfarbe, rotes Haar
👩‍🦱	Frau, Frau: lockiges Haar, lockiges Haar
👩🏻‍🦱	Frau, Frau: helle Hautfarbe, lockiges Haar, helle Hautfarbe, lockiges Haar
👩🏼‍🦱	Frau, Frau: mittelhelle Hautfarbe, lockiges Haar, lockiges Haar, mittelhelle Hautfarbe
👩🏽‍🦱	Frau, Frau: mittlere Hautfarbe, lockiges Haar, lockiges Haar, mittlere Hautfarbe
👩🏾‍🦱	Frau, Frau: mitteldunkle Hautfarbe, lockiges Haar, lockiges Haar, mitteldunkle Hautfarbe
👩🏿‍🦱	Frau, Frau: dunkle Hautfarbe, lockiges Haar, dunkle Hautfarbe, lockiges Haar
👩‍🦳	Frau, Frau: weißes Haar, weißes Haar
👩🏻‍🦳	Frau, Frau: helle Hautfarbe, weißes Haar, helle Hautfarbe, weißes Haar
👩🏼‍🦳	Frau, Frau: mittelhelle Hautfarbe, weißes Haar, mittelhelle Hautfarbe, weißes Haar
👩🏽‍🦳	Frau, Frau: mittlere Hautfarbe, weißes Haar, mittlere Hautfarbe, weißes Haar
👩🏾‍🦳	Frau, Frau: mitteldunkle Hautfarbe, weißes Haar, mitteldunkle Hautfarbe, weißes Haar
👩🏿‍🦳	Frau, Frau: dunkle Hautfarbe, weißes Haar, dunkle Hautfarbe, weißes Haar
👩‍🦲	Frau, Frau: Glatze, Glatze
👩🏻‍🦲	Frau, Frau: helle Hautfarbe, Glatze, Glatze, helle Hautfarbe
👩🏼‍🦲	Frau, Frau: mittelhelle Hautfarbe, Glatze, Glatze, mittelhelle Hautfarbe
👩🏽‍🦲	Frau, Frau: mittlere Hautfarbe, Glatze, Glatze, mittlere Hautfarbe
👩🏾‍🦲	Frau, Frau: mitteldunkle Hautfarbe, Glatze, Glatze, mitteldunkle Hautfarbe
👩🏿‍🦲	Frau, Frau: dunkle Hautfarbe, Glatze, Glatze, dunkle Hautfarbe
🧓	alt, geschlechtsneutral, älterer Erwachsener
🧓🏻	alt, geschlechtsneutral, helle Hautfarbe, älterer Erwachsener, älterer Erwachsener: helle Hautfarbe
🧓🏼	alt, geschlechtsneutral, mittelhelle Hautfarbe, älterer Erwachsener, älterer Erwachsener: mittelhelle Hautfarbe
🧓🏽	alt, geschlechtsneutral, mittlere Hautfarbe, älterer Erwachsener, älterer Erwachsener: mittlere Hautfarbe
🧓🏾	alt, geschlechtsneutral, mitteldunkle Hautfarbe, älterer Erwachsener, älterer Erwachsener: mitteldunkle Hautfarbe
🧓🏿	alt, dunkle Hautfarbe, geschlechtsneutral, älterer Erwachsener, älterer Erwachsener: dunkle Hautfarbe
👴	Gesicht, Mann, Senior, älterer Mann
👴🏻	Gesicht, Mann, Senior, helle Hautfarbe, älterer Mann, älterer Mann: helle Hautfarbe
👴🏼	Gesicht, Mann, Senior, mittelhelle Hautfarbe, älterer Mann, älterer Mann: mittelhelle Hautfarbe
👴🏽	Gesicht, Mann, Senior, mittlere Hautfarbe, älterer Mann, älterer Mann: mittlere Hautfarbe
👴🏾	Gesicht, Mann, Senior, mitteldunkle Hautfarbe, älterer Mann, älterer Mann: mitteldunkle Hautfarbe
👴🏿	Gesicht, Mann, Senior, dunkle Hautfarbe, älterer Mann, älterer Mann: dunkle Hautfarbe
👵	Frau, Gesicht, Seniorin, ältere Frau
👵🏻	Frau, Gesicht, Seniorin, helle Hautfarbe, ältere Frau, ältere Frau: helle Hautfarbe
👵🏼	Frau, Gesicht, Seniorin, mittelhelle Hautfarbe, ältere Frau, ältere Frau: mittelhelle Hautfarbe
👵🏽	Frau, Gesicht, Seniorin, mittlere Hautfarbe, ältere Frau, ältere Frau: mittlere Hautfarbe
👵🏾	Frau, Gesicht, Seniorin, mitteldunkle Hautfarbe, ältere Frau, ältere Frau: mitteldunkle Hautfarbe
👵🏿	Frau, Gesicht, Seniorin, dunkle Hautfarbe, ältere Frau, ältere Frau: dunkle Hautfarbe
🙍	Gesicht, missmutige Person
🙍🏻	Gesicht, helle Hautfarbe, missmutige Person, missmutige Person: helle Hautfarbe
🙍🏼	Gesicht, missmutige Person, missmutige Person: mittelhelle Hautfarbe, mittelhelle Hautfarbe
🙍🏽	Gesicht, missmutige Person, missmutige Person: mittlere Hautfarbe, mittlere Hautfarbe
🙍🏾	Gesicht, missmutige Person, missmutige Person: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
🙍🏿	Gesicht, dunkle Hautfarbe, missmutige Person, missmutige Person: dunkle Hautfarbe
🙍‍♂	Gesicht, Mann, Stirn runzeln, missmutiger Mann
🙍🏻‍♂	Gesicht, Mann, Stirn runzeln, helle Hautfarbe, missmutiger Mann, missmutiger Mann: helle Hautfarbe
🙍🏼‍♂	Gesicht, Mann, Stirn runzeln, missmutiger Mann, missmutiger Mann: mittelhelle Hautfarbe, mittelhelle Hautfarbe
🙍🏽‍♂	Gesicht, Mann, Stirn runzeln, missmutiger Mann, missmutiger Mann: mittlere Hautfarbe, mittlere Hautfarbe
🙍🏾‍♂	Gesicht, Mann, Stirn runzeln, missmutiger Mann, missmutiger Mann: mitteldunkle Hautfarbe, mitteldunkle Hautfarbe
🙍🏿‍♂	Gesicht, Mann, Stirn runzeln, dunkle Hautfarbe, missmutiger Mann, missmutiger Mann: dunkle Hautfarbe
🙍‍♀	Frau, Gesicht, Stirn runzeln, missmutige Frau
🙍🏻‍♀	Frau, Gesicht, Stirn runzeln, helle Hautfarbe, missmutige Frau, missmutige Frau: helle Hautfarbe
🙍🏼‍♀	Frau, Gesicht, Stirn runzeln, missmutige Frau, missmutige Frau: mittelhelle Hautfarbe, mittelhelle Hautfarbe
🙍🏽‍♀	Frau, Gesicht, Stirn runzeln, missmutige Frau, missmutige Frau: mittlere Hautfarbe, mittlere Hautfarbe
