😀	faccina, faccina che sogghigna, faccina con un gran sorriso, risata, sogghignare
💪🏼	bicipite, bicipite: carnagione abbastanza chiara, carnagione abbastanza chiara, forte, fumetto, muscolo, teso
💪🏽	bicipite, bicipite: carnagione olivastra, carnagione olivastra, forte, fumetto, muscolo, teso
💪🏾	bicipite, bicipite: carnagione abbastanza scura, carnagione abbastanza scura, forte, fumetto, muscolo, teso
💪🏿	bicipite, bicipite: carnagione scura, carnagione scura, forte, fumetto, muscolo, teso
🦾	accessibilità, protesi, protesi robotica per il braccio
🦿	accessibilità, protesi, protesi robotica per la gamba
🦵	arto, calcio, gamba
🦵🏻	arto, calcio, carnagione chiara, gamba, gamba: carnagione chiara
🦵🏼	arto, calcio, carnagione abbastanza chiara, gamba, gamba: carnagione abbastanza chiara
🦵🏽	arto, calcio, carnagione olivastra, gamba, gamba: carnagione olivastra
🦵🏾	arto, calcio, carnagione abbastanza scura, gamba, gamba: carnagione abbastanza scura
🦵🏿	arto, calcio, carnagione scura, gamba, gamba: carnagione scura
🦶	calciare, camminare, piede
🦶🏻	calciare, camminare, carnagione chiara, piede, piede: carnagione chiara
🦶🏼	calciare, camminare, carnagione abbastanza chiara, piede, piede: carnagione abbastanza chiara
🦶🏽	calciare, camminare, carnagione olivastra, piede, piede: carnagione olivastra
🦶🏾	calciare, camminare, carnagione abbastanza scura, piede, piede: carnagione abbastanza scura
🦶🏿	calciare, camminare, carnagione scura, piede, piede: carnagione scura
👂️	corpo, orecchio
👂🏻	carnagione chiara, corpo, orecchio, orecchio: carnagione chiara
👂🏼	carnagione abbastanza chiara, corpo, orecchio, orecchio: carnagione abbastanza chiara
👂🏽	carnagione olivastra, corpo, orecchio, orecchio: carnagione olivastra
👂🏾	carnagione abbastanza scura, corpo, orecchio, orecchio: carnagione abbastanza scura
👂🏿	carnagione scura, corpo, orecchio, orecchio: carnagione scura
🦻	accessibilità, apparecchio acustico, non udente, non udenti, orecchio con apparecchio acustico, protesi acustica
🦻🏻	accessibilità, apparecchio acustico, carnagione chiara, non udente, non udenti, orecchio con apparecchio acustico, orecchio con apparecchio acustico: carnagione chiara, protesi acustica
🦻🏼	accessibilità, apparecchio acustico, carnagione abbastanza chiara, non udente, non udenti, orecchio con apparecchio acustico, orecchio con apparecchio acustico: carnagione abbastanza chiara, protesi acustica
🦻🏽	accessibilità, apparecchio acustico, carnagione olivastra, non udente, non udenti, orecchio con apparecchio acustico, orecchio con apparecchio acustico: carnagione olivastra, protesi acustica
🦻🏾	accessibilità, apparecchio acustico, carnagione abbastanza scura, non udente, non udenti, orecchio con apparecchio acustico, orecchio con apparecchio acustico: carnagione abbastanza scura, protesi acustica
🦻🏿	accessibilità, apparecchio acustico, carnagione scura, non udente, non udenti, orecchio con apparecchio acustico, orecchio con apparecchio acustico: carnagione scura, protesi acustica
👃	corpo, faccia, naso
👃🏻	carnagione chiara, corpo, faccia, naso, naso: carnagione chiara
👃🏼	carnagione abbastanza chiara, corpo, faccia, naso, naso: carnagione abbastanza chiara
👃🏽	carnagione olivastra, corpo, faccia, naso, naso: carnagione olivastra
👃🏾	carnagione abbastanza scura, corpo, faccia, naso, naso: carnagione abbastanza scura
👃🏿	carnagione scura, corpo, faccia, naso, naso: carnagione scura
🧠	cervello, intelligente
🦷	dente, dentista
🦴	osso, scheletro
👀	faccia, occhi
👁️	corpo, faccia, occhio
👅	corpo, faccia, lingua
👄	bocca, corpo, faccia, labbra
👶	bebè, figlio, neonato, persone
👶🏻	bebè, carnagione chiara, figlio, neonato, neonato: carnagione chiara, persone
👶🏼	bebè, carnagione abbastanza chiara, figlio, neonato, neonato: carnagione abbastanza chiara, persone
👶🏽	bebè, carnagione olivastra, figlio, neonato, neonato: carnagione olivastra, persone
👶🏾	bebè, carnagione abbastanza scura, figlio, neonato, neonato: carnagione abbastanza scura, persone
👶🏿	bebè, carnagione scura, figlio, neonato, neonato: carnagione scura, persone
🧒	bimbo, giovane
🧒🏻	bimbo, bimbo: carnagione chiara, carnagione chiara, giovane
🧒🏼	bimbo, bimbo: carnagione abbastanza chiara, carnagione abbastanza chiara, giovane
🧒🏽	bimbo, bimbo: carnagione olivastra, carnagione olivastra, giovane
🧒🏾	bimbo, bimbo: carnagione abbastanza scura, carnagione abbastanza scura, giovane
🧒🏿	bimbo, bimbo: carnagione scura, carnagione scura, giovane
👦	bambino, persone, ragazzino
👦🏻	bambino, bambino: carnagione chiara, carnagione chiara, persone, ragazzino
👦🏼	bambino, bambino: carnagione abbastanza chiara, carnagione abbastanza chiara, persone, ragazzino
👦🏽	bambino, bambino: carnagione olivastra, carnagione olivastra, persone, ragazzino
👦🏾	bambino, bambino: carnagione abbastanza scura, carnagione abbastanza scura, persone, ragazzino
👦🏿	bambino, bambino: carnagione scura, carnagione scura, persone, ragazzino
👧	bambina, persone, ragazzina
👧🏻	bambina, bambina: carnagione chiara, carnagione chiara, persone, ragazzina
👧🏼	bambina, bambina: carnagione abbastanza chiara, carnagione abbastanza chiara, persone, ragazzina
👧🏽	bambina, bambina: carnagione olivastra, carnagione olivastra, persone, ragazzina
👧🏾	bambina, bambina: carnagione abbastanza scura, carnagione abbastanza scura, persone, ragazzina
👧🏿	bambina, bambina: carnagione scura, carnagione scura, persone, ragazzina
🧑	adulto, persona
🧑🏻	adulto, carnagione chiara, persona, persona: carnagione chiara
🧑🏼	adulto, carnagione abbastanza chiara, persona, persona: carnagione abbastanza chiara
🧑🏽	adulto, carnagione olivastra, persona, persona: carnagione olivastra
🧑🏾	adulto, carnagione abbastanza scura, persona, persona: carnagione abbastanza scura
🧑🏿	adulto, carnagione scura, persona, persona: carnagione scura
👱	biondo, persona bionda, persone
👱🏻	biondo, carnagione chiara, persona bionda, persona bionda: carnagione chiara, persone
👱🏼	biondo, carnagione abbastanza chiara, persona bionda, persona bionda: carnagione abbastanza chiara, persone
👱🏽	biondo, carnagione olivastra, persona bionda, persona bionda: carnagione olivastra, persone
👱🏾	biondo, carnagione abbastanza scura, persona bionda, persona bionda: carnagione abbastanza scura, persone
👱🏿	biondo, carnagione scura, persona bionda, persona bionda: carnagione scura, persone
👨	maschio, persone, uomo
👨🏻	carnagione chiara, maschio, persone, uomo, uomo: carnagione chiara
👨🏼	carnagione abbastanza chiara, maschio, persone, uomo, uomo: carnagione abbastanza chiara
👨🏽	carnagione olivastra, maschio, persone, uomo, uomo: carnagione olivastra
👨🏾	carnagione abbastanza scura, maschio, persone, uomo, uomo: carnagione abbastanza scura
👨🏿	carnagione scura, maschio, persone, uomo, uomo: carnagione scura
🧔	barba, persona con la barba, uomo con la barba
🧔🏻	barba, carnagione chiara, persona con la barba, uomo con la barba, uomo con la barba: carnagione chiara
🧔🏼	barba, carnagione abbastanza chiara, persona con la barba, uomo con la barba, uomo con la barba: carnagione abbastanza chiara
🧔🏽	barba, carnagione olivastra, persona con la barba, uomo con la barba, uomo con la barba: carnagione olivastra
🧔🏾	barba, carnagione abbastanza scura, persona con la barba, uomo con la barba, uomo con la barba: carnagione abbastanza scura
🧔🏿	barba, carnagione scura, persona con la barba, uomo con la barba, uomo con la barba: carnagione scura
👱‍♂	biondo, maschio, uomo, uomo biondo
👱🏻‍♂	biondo, carnagione chiara, maschio, uomo, uomo biondo: carnagione chiara
👱🏼‍♂	biondo, carnagione abbastanza chiara, maschio, uomo, uomo biondo: carnagione abbastanza chiara
👱🏽‍♂	biondo, carnagione olivastra, maschio, uomo, uomo biondo: carnagione olivastra
👱🏾‍♂	biondo, carnagione abbastanza scura, maschio, uomo, uomo biondo: carnagione abbastanza scura
👱🏿‍♂	biondo, carnagione scura, maschio, uomo, uomo biondo: carnagione scura
👨‍🦰	capelli rossi, maschio, persone, uomo, uomo: capelli rossi
👨🏻‍🦰	capelli rossi, carnagione chiara, maschio, persone, uomo, uomo: carnagione chiara e capelli rossi
👨🏼‍🦰	capelli rossi, carnagione abbastanza chiara, maschio, persone, uomo, uomo: carnagione abbastanza chiara e capelli rossi
👨🏽‍🦰	capelli rossi, carnagione olivastra, maschio, persone, uomo, uomo: carnagione olivastra e capelli rossi
👨🏾‍🦰	capelli rossi, carnagione abbastanza scura, maschio, persone, uomo, uomo: carnagione abbastanza scura e capelli rossi
👨🏿‍🦰	capelli rossi, carnagione scura, maschio, persone, uomo, uomo: carnagione scura e capelli rossi
👨‍🦱	capelli ricci, maschio, persone, uomo, uomo: capelli ricci
👨🏻‍🦱	capelli ricci, carnagione chiara, maschio, persone, uomo, uomo: carnagione chiara e capelli ricci
👨🏼‍🦱	capelli ricci, carnagione abbastanza chiara, maschio, persone, uomo, uomo: carnagione abbastanza chiara e capelli ricci
👨🏽‍🦱	capelli ricci, carnagione olivastra, maschio, persone, uomo, uomo: carnagione olivastra e capelli ricci
👨🏾‍🦱	capelli ricci, carnagione abbastanza scura, maschio, persone, uomo, uomo: carnagione abbastanza scura e capelli ricci
👨🏿‍🦱	capelli ricci, carnagione scura, maschio, persone, uomo, uomo: carnagione scura e capelli ricci
👨‍🦳	capelli bianchi, maschio, persone, uomo, uomo: capelli bianchi
👨🏻‍🦳	capelli bianchi, carnagione chiara, maschio, persone, uomo, uomo: carnagione chiara e capelli bianchi
👨🏼‍🦳	capelli bianchi, carnagione abbastanza chiara, maschio, persone, uomo, uomo: carnagione abbastanza chiara e capelli bianchi
👨🏽‍🦳	capelli bianchi, carnagione olivastra, maschio, persone, uomo, uomo: carnagione olivastra e capelli bianchi
👨🏾‍🦳	capelli bianchi, carnagione abbastanza scura, maschio, persone, uomo, uomo: carnagione abbastanza scura e capelli bianchi
👨🏿‍🦳	capelli bianchi, carnagione scura, maschio, persone, uomo, uomo: carnagione scura e capelli bianchi
👨‍🦲	calvo, maschio, persone, uomo, uomo: calvo
👨🏻‍🦲	calvo, carnagione chiara, maschio, persone, uomo, uomo: carnagione chiara e calvo
👨🏼‍🦲	calvo, carnagione abbastanza chiara, maschio, persone, uomo, uomo: carnagione abbastanza chiara e calvo
👨🏽‍🦲	calvo, carnagione olivastra, maschio, persone, uomo, uomo: carnagione olivastra e calvo
👨🏾‍🦲	calvo, carnagione abbastanza scura, maschio, persone, uomo, uomo: carnagione abbastanza scura e calvo
👨🏿‍🦲	calvo, carnagione scura, maschio, persone, uomo, uomo: carnagione scura e calvo
👩	donna, femmina, persone
👩🏻	carnagione chiara, donna, donna: carnagione chiara, femmina, persone
👩🏼	carnagione abbastanza chiara, donna, donna: carnagione abbastanza chiara, femmina, persone
👩🏽	carnagione olivastra, donna, donna: carnagione olivastra, femmina, persone
👩🏾	carnagione abbastanza scura, donna, donna: carnagione abbastanza scura, femmina, persone
👩🏿	carnagione scura, donna, donna: carnagione scura, femmina, persone
👱‍♀	bionda, donna, donna bionda, femmina
👱🏻‍♀	bionda, carnagione chiara, donna, donna bionda: carnagione chiara, femmina
👱🏼‍♀	bionda, carnagione abbastanza chiara, donna, donna bionda: carnagione abbastanza chiara, femmina
👱🏽‍♀	bionda, carnagione olivastra, donna, donna bionda: carnagione olivastra, femmina
👱🏾‍♀	bionda, carnagione abbastanza scura, donna, donna bionda: carnagione abbastanza scura, femmina
👱🏿‍♀	bionda, carnagione scura, donna, donna bionda: carnagione scura, femmina
👩‍🦰	capelli rossi, donna, donna: capelli rossi, femmina, persone
👩🏻‍🦰	capelli rossi, carnagione chiara, donna, donna: carnagione chiara e capelli rossi, femmina, persone
👩🏼‍🦰	capelli rossi, carnagione abbastanza chiara, donna, donna: carnagione abbastanza chiara e capelli rossi, femmina, persone
👩🏽‍🦰	capelli rossi, carnagione olivastra, donna, donna: carnagione olivastra e capelli rossi, femmina, persone
👩🏾‍🦰	capelli rossi, carnagione abbastanza scura, donna, donna: carnagione abbastanza scura e capelli rossi, femmina, persone
👩🏿‍🦰	capelli rossi, carnagione scura, donna, donna: carnagione scura e capelli rossi, femmina, persone
👩‍🦱	capelli ricci, donna, donna: capelli ricci, femmina, persone
👩🏻‍🦱	capelli ricci, carnagione chiara, donna, donna: carnagione chiara e capelli ricci, femmina, persone
👩🏼‍🦱	capelli ricci, carnagione abbastanza chiara, donna, donna: carnagione abbastanza chiara e capelli ricci, femmina, persone
👩🏽‍🦱	capelli ricci, carnagione olivastra, donna, donna: carnagione olivastra e capelli ricci, femmina, persone
👩🏾‍🦱	capelli ricci, carnagione abbastanza scura, donna, donna: carnagione abbastanza scura e capelli ricci, femmina, persone
👩🏿‍🦱	capelli ricci, carnagione scura, donna, donna: carnagione scura e capelli ricci, femmina, persone
👩‍🦳	capelli bianchi, donna, donna: capelli bianchi, femmina, persone
👩🏻‍🦳	capelli bianchi, carnagione chiara, donna, donna: carnagione chiara e capelli bianchi, femmina, persone
👩🏼‍🦳	capelli bianchi, carnagione abbastanza chiara, donna, donna: carnagione abbastanza chiara e capelli bianchi, femmina, persone
👩🏽‍🦳	capelli bianchi, carnagione olivastra, donna, donna: carnagione olivastra e capelli bianchi, femmina, persone
👩🏾‍🦳	capelli bianchi, carnagione abbastanza scura, donna, donna: carnagione abbastanza scura e capelli bianchi, femmina, persone
👩🏿‍🦳	capelli bianchi, carnagione scura, donna, donna: carnagione scura e capelli bianchi, femmina, persone
👩‍🦲	calvo, donna, donna: calvo, femmina, persone
👩🏻‍🦲	calvo, carnagione chiara, donna, donna: carnagione chiara e calvo, femmina, persone
👩🏼‍🦲	calvo, carnagione abbastanza chiara, donna, donna: carnagione abbastanza chiara e calvo, femmina, persone
👩🏽‍🦲	calvo, carnagione olivastra, donna, donna: carnagione olivastra e calvo, femmina, persone
👩🏾‍🦲	calvo, carnagione abbastanza scura, donna, donna: carnagione abbastanza scura e calvo, femmina, persone
👩🏿‍🦲	calvo, carnagione scura, donna, donna: carnagione scura e calvo, femmina, persone
🧓	adulto anziano, anziano
🧓🏻	adulto anziano, adulto anziano: carnagione chiara, anziano, carnagione chiara
🧓🏼	adulto anziano, adulto anziano: carnagione abbastanza chiara, anziano, carnagione abbastanza chiara
🧓🏽	adulto anziano, adulto anziano: carnagione olivastra, anziano, carnagione olivastra
🧓🏾	adulto anziano, adulto anziano: carnagione abbastanza scura, anziano, carnagione abbastanza scura
🧓🏿	adulto anziano, adulto anziano: carnagione scura, anziano, carnagione scura
