😀	gülen yüz, gülme, lol, neşeli, sırıtan yüz, yüz
🙌🏽	eller havaya, eller havaya: orta cilt tonu, her iki el, kutlama, kutlamak için iki eli birden kaldırma, orta cilt tonu
🙌🏾	eller havaya, eller havaya: orta koyu cilt tonu, her iki el, kutlama, kutlamak için iki eli birden kaldırma, orta koyu cilt tonu
🙌🏿	eller havaya, eller havaya: koyu cilt tonu, her iki el, koyu cilt tonu, kutlama, kutlamak için iki eli birden kaldırma
👐	açık, el, eller açık, eller açık işareti, işaret
👐🏻	açık, açık cilt tonu, el, eller açık, eller açık işareti, eller açık: açık cilt tonu, işaret
👐🏼	açık, el, eller açık, eller açık işareti, eller açık: orta açık cilt tonu, işaret, orta açık cilt tonu
👐🏽	açık, el, eller açık, eller açık işareti, eller açık: orta cilt tonu, işaret, orta cilt tonu
👐🏾	açık, el, eller açık, eller açık işareti, eller açık: orta koyu cilt tonu, işaret, orta koyu cilt tonu
👐🏿	açık, el, eller açık, eller açık işareti, eller açık: koyu cilt tonu, işaret, koyu cilt tonu
🤲	dua eden eller, iki avuç açık
🤲🏻	açık cilt tonu, dua eden eller, iki avuç açık, iki avuç açık: açık cilt tonu
🤲🏼	dua eden eller, iki avuç açık, iki avuç açık: orta açık cilt tonu, orta açık cilt tonu
🤲🏽	dua eden eller, iki avuç açık, iki avuç açık: orta cilt tonu, orta cilt tonu
🤲🏾	dua eden eller, iki avuç açık, iki avuç açık: orta koyu cilt tonu, orta koyu cilt tonu
🤲🏿	dua eden eller, iki avuç açık, iki avuç açık: koyu cilt tonu, koyu cilt tonu
🤝	anlaşma, el, el sıkışma, sallama, toplantı
🙏	birleşen eller, dua, dua etme, el, hareket
🙏🏻	açık cilt tonu, birleşen eller, birleşen eller: açık cilt tonu, dua, dua etme, el, hareket
🙏🏼	birleşen eller, birleşen eller: orta açık cilt tonu, dua, dua etme, el, hareket, orta açık cilt tonu
🙏🏽	birleşen eller, birleşen eller: orta cilt tonu, dua, dua etme, el, hareket, orta cilt tonu
🙏🏾	birleşen eller, birleşen eller: orta koyu cilt tonu, dua, dua etme, el, hareket, orta koyu cilt tonu
🙏🏿	birleşen eller, birleşen eller: koyu cilt tonu, dua, dua etme, el, hareket, koyu cilt tonu
✍️	beden, el, yazma, yazı yazan el
✍🏻	açık cilt tonu, beden, el, yazma, yazı yazan el, yazı yazan el: açık cilt tonu
✍🏼	beden, el, orta açık cilt tonu, yazma, yazı yazan el, yazı yazan el: orta açık cilt tonu
✍🏽	beden, el, orta cilt tonu, yazma, yazı yazan el, yazı yazan el: orta cilt tonu
✍🏾	beden, el, orta koyu cilt tonu, yazma, yazı yazan el, yazı yazan el: orta koyu cilt tonu
✍🏿	beden, el, koyu cilt tonu, yazma, yazı yazan el, yazı yazan el: koyu cilt tonu
💅	kozmetik, manikür, oje, oje sürme, tırnak
💅🏻	açık cilt tonu, kozmetik, manikür, oje, oje sürme, oje sürme: açık cilt tonu, tırnak
💅🏼	kozmetik, manikür, oje, oje sürme, oje sürme: orta açık cilt tonu, orta açık cilt tonu, tırnak
💅🏽	kozmetik, manikür, oje, oje sürme, oje sürme: orta cilt tonu, orta cilt tonu, tırnak
💅🏾	kozmetik, manikür, oje, oje sürme, oje sürme: orta koyu cilt tonu, orta koyu cilt tonu, tırnak
💅🏿	koyu cilt tonu, kozmetik, manikür, oje, oje sürme, oje sürme: koyu cilt tonu, tırnak
🤳	kamera, selfie, telefon
🤳🏻	açık cilt tonu, kamera, selfie, selfie: açık cilt tonu, telefon
🤳🏼	kamera, orta açık cilt tonu, selfie, selfie: orta açık cilt tonu, telefon
🤳🏽	kamera, orta cilt tonu, selfie, selfie: orta cilt tonu, telefon
🤳🏾	kamera, orta koyu cilt tonu, selfie, selfie: orta koyu cilt tonu, telefon
🤳🏿	kamera, koyu cilt tonu, selfie, selfie: koyu cilt tonu, telefon
💪	esnek, güçlü, kas, kas esnetme, pazı, çizgi roman
💪🏻	açık cilt tonu, esnek, güçlü, kas, kas esnetme, pazı, pazı: açık cilt tonu, çizgi roman
💪🏼	esnek, güçlü, kas, kas esnetme, orta açık cilt tonu, pazı, pazı: orta açık cilt tonu, çizgi roman
💪🏽	esnek, güçlü, kas, kas esnetme, orta cilt tonu, pazı, pazı: orta cilt tonu, çizgi roman
💪🏾	esnek, güçlü, kas, kas esnetme, orta koyu cilt tonu, pazı, pazı: orta koyu cilt tonu, çizgi roman
💪🏿	esnek, güçlü, kas, kas esnetme, koyu cilt tonu, pazı, pazı: koyu cilt tonu, çizgi roman
🦾	erişilebilirlik, mekanik kol, protez
🦿	erişilebilirlik, mekanik bacak, protez
🦵	bacak, tekme
🦵🏻	açık cilt tonu, bacak, bacak: açık cilt tonu, tekme
🦵🏼	bacak, bacak: orta açık cilt tonu, orta açık cilt tonu, tekme
🦵🏽	bacak, bacak: orta cilt tonu, orta cilt tonu, tekme
🦵🏾	bacak, bacak: orta koyu cilt tonu, orta koyu cilt tonu, tekme
🦵🏿	bacak, bacak: koyu cilt tonu, koyu cilt tonu, tekme
🦶	ayak, tekme
🦶🏻	ayak, ayak: açık cilt tonu, açık cilt tonu, tekme
🦶🏼	ayak, ayak: orta açık cilt tonu, orta açık cilt tonu, tekme
🦶🏽	ayak, ayak: orta cilt tonu, orta cilt tonu, tekme
🦶🏾	ayak, ayak: orta koyu cilt tonu, orta koyu cilt tonu, tekme
🦶🏿	ayak, ayak: koyu cilt tonu, koyu cilt tonu, tekme
👂️	gövde, kulak
👂🏻	açık cilt tonu, gövde, kulak, kulak: açık cilt tonu
👂🏼	gövde, kulak, kulak: orta açık cilt tonu, orta açık cilt tonu
👂🏽	gövde, kulak, kulak: orta cilt tonu, orta cilt tonu
👂🏾	gövde, kulak, kulak: orta koyu cilt tonu, orta koyu cilt tonu
👂🏿	gövde, koyu cilt tonu, kulak, kulak: koyu cilt tonu
🦻	erişilebilirlik, işitme cihazı olan kulak, işitme güçlüğü
🦻🏻	açık cilt tonu, erişilebilirlik, işitme cihazı olan kulak, işitme cihazı olan kulak: açık cilt tonu, işitme güçlüğü
🦻🏼	erişilebilirlik, işitme cihazı olan kulak, işitme cihazı olan kulak: orta açık cilt tonu, işitme güçlüğü, orta açık cilt tonu
🦻🏽	erişilebilirlik, işitme cihazı olan kulak, işitme cihazı olan kulak: orta cilt tonu, işitme güçlüğü, orta cilt tonu
🦻🏾	erişilebilirlik, işitme cihazı olan kulak, işitme cihazı olan kulak: orta koyu cilt tonu, işitme güçlüğü, orta koyu cilt tonu
🦻🏿	erişilebilirlik, işitme cihazı olan kulak, işitme cihazı olan kulak: koyu cilt tonu, işitme güçlüğü, koyu cilt tonu
👃	burun, gövde, yüz
👃🏻	açık cilt tonu, burun, burun: açık cilt tonu, gövde, yüz
👃🏼	burun, burun: orta açık cilt tonu, gövde, orta açık cilt tonu, yüz
👃🏽	burun, burun: orta cilt tonu, gövde, orta cilt tonu, yüz
👃🏾	burun, burun: orta koyu cilt tonu, gövde, orta koyu cilt tonu, yüz
👃🏿	burun, burun: koyu cilt tonu, gövde, koyu cilt tonu, yüz
🧠	beyin, zeki
🦷	diş, dişçi
🦴	iskelet, kemik
👀	gözler, yüz
👁️	beden, göz
👅	dil, gövde, yüz
👄	ağız, dudaklar, gövde, yüz
👶	bebek, kişiler
👶🏻	açık cilt tonu, bebek, bebek: açık cilt tonu, kişiler
👶🏼	bebek, bebek: orta açık cilt tonu, kişiler, orta açık cilt tonu
👶🏽	bebek, bebek: orta cilt tonu, kişiler, orta cilt tonu
👶🏾	bebek, bebek: orta koyu cilt tonu, kişiler, orta koyu cilt tonu
👶🏿	bebek, bebek: koyu cilt tonu, kişiler, koyu cilt tonu
🧒	genç, kişi, çocuk
🧒🏻	açık cilt tonu, genç, kişi, çocuk, çocuk: açık cilt tonu
🧒🏼	genç, kişi, orta açık cilt tonu, çocuk, çocuk: orta açık cilt tonu
🧒🏽	genç, kişi, orta cilt tonu, çocuk, çocuk: orta cilt tonu
🧒🏾	genç, kişi, orta koyu cilt tonu, çocuk, çocuk: orta koyu cilt tonu
🧒🏿	genç, kişi, koyu cilt tonu, çocuk, çocuk: koyu cilt tonu
👦	erkek çocuk, kişiler
👦🏻	açık cilt tonu, erkek çocuk, erkek çocuk: açık cilt tonu, kişiler
👦🏼	erkek çocuk, erkek çocuk: orta açık cilt tonu, kişiler, orta açık cilt tonu
👦🏽	erkek çocuk, erkek çocuk: orta cilt tonu, kişiler, orta cilt tonu
👦🏾	erkek çocuk, erkek çocuk: orta koyu cilt tonu, kişiler, orta koyu cilt tonu
👦🏿	erkek çocuk, erkek çocuk: koyu cilt tonu, kişiler, koyu cilt tonu
👧	kişiler, kız çocuk
👧🏻	açık cilt tonu, kişiler, kız çocuk, kız çocuk: açık cilt tonu
👧🏼	kişiler, kız çocuk, kız çocuk: orta açık cilt tonu, orta açık cilt tonu
👧🏽	kişiler, kız çocuk, kız çocuk: orta cilt tonu, orta cilt tonu
👧🏾	kişiler, kız çocuk, kız çocuk: orta koyu cilt tonu, orta koyu cilt tonu
👧🏿	kişiler, koyu cilt tonu, kız çocuk, kız çocuk: koyu cilt tonu
🧑	kişi, yetişkin
🧑🏻	açık cilt tonu, kişi, yetişkin, yetişkin: açık cilt tonu
🧑🏼	kişi, orta açık cilt tonu, yetişkin, yetişkin: orta açık cilt tonu
🧑🏽	kişi, orta cilt tonu, yetişkin, yetişkin: orta cilt tonu
🧑🏾	kişi, orta koyu cilt tonu, yetişkin, yetişkin: orta koyu cilt tonu
🧑🏿	kişi, koyu cilt tonu, yetişkin, yetişkin: koyu cilt tonu
👱	sarı saçlı kişi, sarışın, sarışın kişi, saç
👱🏻	açık cilt tonu, sarı saçlı kişi, sarışın, sarışın kişi, sarışın kişi: açık cilt tonu, saç
👱🏼	orta açık cilt tonu, sarı saçlı kişi, sarışın, sarışın kişi, sarışın kişi: orta açık cilt tonu, saç
👱🏽	orta cilt tonu, sarı saçlı kişi, sarışın, sarışın kişi, sarışın kişi: orta cilt tonu, saç
👱🏾	orta koyu cilt tonu, sarı saçlı kişi, sarışın, sarışın kişi, sarışın kişi: orta koyu cilt tonu, saç
👱🏿	koyu cilt tonu, sarı saçlı kişi, sarışın, sarışın kişi, sarışın kişi: koyu cilt tonu, saç
👨	erkek, kişiler
👨🏻	açık cilt tonu, erkek, erkek: açık cilt tonu, kişiler
👨🏼	erkek, erkek: orta açık cilt tonu, kişiler, orta açık cilt tonu
👨🏽	erkek, erkek: orta cilt tonu, kişiler, orta cilt tonu
👨🏾	erkek, erkek: orta koyu cilt tonu, kişiler, orta koyu cilt tonu
👨🏿	erkek, erkek: koyu cilt tonu, kişiler, koyu cilt tonu
🧔	sakal, sakallı kişi
🧔🏻	açık cilt tonu, sakal, sakallı kişi, sakallı kişi: açık cilt tonu
🧔🏼	orta açık cilt tonu, sakal, sakallı kişi, sakallı kişi: orta açık cilt tonu
🧔🏽	orta cilt tonu, sakal, sakallı kişi, sakallı kişi: orta cilt tonu
🧔🏾	orta koyu cilt tonu, sakal, sakallı kişi, sakallı kişi: orta koyu cilt tonu
🧔🏿	koyu cilt tonu, sakal, sakallı kişi, sakallı kişi: koyu cilt tonu
👱‍♂	adam, erkek, sarışın, sarışın erkek
👱🏻‍♂	adam, açık cilt tonu, erkek, sarışın, sarışın erkek: açık cilt tonu
👱🏼‍♂	adam, erkek, orta açık cilt tonu, sarışın, sarışın erkek: orta açık cilt tonu
👱🏽‍♂	adam, erkek, orta cilt tonu, sarışın, sarışın erkek: orta cilt tonu
👱🏾‍♂	adam, erkek, orta koyu cilt tonu, sarışın, sarışın erkek: orta koyu cilt tonu
👱🏿‍♂	adam, erkek, koyu cilt tonu, sarışın, sarışın erkek: koyu cilt tonu
👨‍🦰	erkek, erkek: kızıl saç, kişiler, kızıl saç
👨🏻‍🦰	açık cilt tonu, erkek, erkek: açık cilt tonu kızıl saç, kişiler, kızıl saç
👨🏼‍🦰	erkek, erkek: orta açık cilt tonu kızıl saç, kişiler, kızıl saç, orta açık cilt tonu
👨🏽‍🦰	erkek, erkek: orta cilt tonu kızıl saç, kişiler, kızıl saç, orta cilt tonu
👨🏾‍🦰	erkek, erkek: orta koyu cilt tonu kızıl saç, kişiler, kızıl saç, orta koyu cilt tonu
👨🏿‍🦰	erkek, erkek: koyu cilt tonu kızıl saç, kişiler, koyu cilt tonu, kızıl saç
👨‍🦱	erkek, erkek: kıvırcık saç, kişiler, kıvırcık saç
👨🏻‍🦱	açık cilt tonu, erkek, erkek: açık cilt tonu kıvırcık saç, kişiler, kıvırcık saç
👨🏼‍🦱	erkek, erkek: orta açık cilt tonu kıvırcık saç, kişiler, kıvırcık saç, orta açık cilt tonu
👨🏽‍🦱	erkek, erkek: orta cilt tonu kıvırcık saç, kişiler, kıvırcık saç, orta cilt tonu
👨🏾‍🦱	erkek, erkek: orta koyu cilt tonu kıvırcık saç, kişiler, kıvırcık saç, orta koyu cilt tonu
👨🏿‍🦱	erkek, erkek: koyu cilt tonu kıvırcık saç, kişiler, koyu cilt tonu, kıvırcık saç
👨‍🦳	beyaz saç, erkek, erkek: beyaz saç, kişiler
👨🏻‍🦳	açık cilt tonu, beyaz saç, erkek, erkek: açık cilt tonu beyaz saç, kişiler
👨🏼‍🦳	beyaz saç, erkek, erkek: orta açık cilt tonu beyaz saç, kişiler, orta açık cilt tonu
👨🏽‍🦳	beyaz saç, erkek, erkek: orta cilt tonu beyaz saç, kişiler, orta cilt tonu
👨🏾‍🦳	beyaz saç, erkek, erkek: orta koyu cilt tonu beyaz saç, kişiler, orta koyu cilt tonu
👨🏿‍🦳	beyaz saç, erkek, erkek: koyu cilt tonu beyaz saç, kişiler, koyu cilt tonu
👨‍🦲	erkek, erkek: kel, kel, kişiler
👨🏻‍🦲	açık cilt tonu, erkek, erkek: açık cilt tonu kel, kel, kişiler
👨🏼‍🦲	erkek, erkek: orta açık cilt tonu kel, kel, kişiler, orta açık cilt tonu
👨🏽‍🦲	erkek, erkek: orta cilt tonu kel, kel, kişiler, orta cilt tonu
👨🏾‍🦲	erkek, erkek: orta koyu cilt tonu kel, kel, kişiler, orta koyu cilt tonu
👨🏿‍🦲	erkek, erkek: koyu cilt tonu kel, kel, kişiler, koyu cilt tonu
👩	kadın, kişiler
👩🏻	açık cilt tonu, kadın, kadın: açık cilt tonu, kişiler
👩🏼	kadın, kadın: orta açık cilt tonu, kişiler, orta açık cilt tonu
👩🏽	kadın, kadın: orta cilt tonu, kişiler, orta cilt tonu
👩🏾	kadın, kadın: orta koyu cilt tonu, kişiler, orta koyu cilt tonu
👩🏿	kadın, kadın: koyu cilt tonu, kişiler, koyu cilt tonu
👱‍♀	bayan, kadın, sarışın, sarışın kadın
👱🏻‍♀	açık cilt tonu, bayan, kadın, sarışın, sarışın kadın: açık cilt tonu
👱🏼‍♀	bayan, kadın, orta açık cilt tonu, sarışın, sarışın kadın: orta açık cilt tonu
👱🏽‍♀	bayan, kadın, orta cilt tonu, sarışın, sarışın kadın: orta cilt tonu
👱🏾‍♀	bayan, kadın, orta koyu cilt tonu, sarışın, sarışın kadın: orta koyu cilt tonu
👱🏿‍♀	bayan, kadın, koyu cilt tonu, sarışın, sarışın kadın: koyu cilt tonu
👩‍🦰	kadın, kadın: kızıl saç, kişiler, kızıl saç
👩🏻‍🦰	açık cilt tonu, kadın, kadın: açık cilt tonu kızıl saç, kişiler, kızıl saç
👩🏼‍🦰	kadın, kadın: orta açık cilt tonu kızıl saç, kişiler, kızıl saç, orta açık cilt tonu
👩🏽‍🦰	kadın, kadın: orta cilt tonu kızıl saç, kişiler, kızıl saç, orta cilt tonu
👩🏾‍🦰	kadın, kadın: orta koyu cilt tonu kızıl saç, kişiler, kızıl saç, orta koyu cilt tonu
👩🏿‍🦰	kadın, kadın: koyu cilt tonu kızıl saç, kişiler, koyu cilt tonu, kızıl saç
👩‍🦱	kadın, kadın: kıvırcık saç, kişiler, kıvırcık saç
👩🏻‍🦱	açık cilt tonu, kadın, kadın: açık cilt tonu kıvırcık saç, kişiler, kıvırcık saç
👩🏼‍🦱	kadın, kadın: orta açık cilt tonu kıvırcık saç, kişiler, kıvırcık saç, orta açık cilt tonu
👩🏽‍🦱	kadın, kadın: orta cilt tonu kıvırcık saç, kişiler, kıvırcık saç, orta cilt tonu
👩🏾‍🦱	kadın, kadın: orta koyu cilt tonu kıvırcık saç, kişiler, kıvırcık saç, orta koyu cilt tonu
👩🏿‍🦱	kadın, kadın: koyu cilt tonu kıvırcık saç, kişiler, koyu cilt tonu, kıvırcık saç
👩‍🦳	beyaz saç, kadın, kadın: beyaz saç, kişiler
👩🏻‍🦳	açık cilt tonu, beyaz saç, kadın, kadın: açık cilt tonu beyaz saç, kişiler
👩🏼‍🦳	beyaz saç, kadın, kadın: orta açık cilt tonu beyaz saç, kişiler, orta açık cilt tonu
👩🏽‍🦳	beyaz saç, kadın, kadın: orta cilt tonu beyaz saç, kişiler, orta cilt tonu
👩🏾‍🦳	beyaz saç, kadın, kadın: orta koyu cilt tonu beyaz saç, kişiler, orta koyu cilt tonu
👩🏿‍🦳	beyaz saç, kadın, kadın: koyu cilt tonu beyaz saç, kişiler, koyu cilt tonu
👩‍🦲	kadın, kadın: kel, kel, kişiler
👩🏻‍🦲	açık cilt tonu, kadın, kadın: açık cilt tonu kel, kel, kişiler
👩🏼‍🦲	kadın, kadın: orta açık cilt tonu kel, kel, kişiler, orta açık cilt tonu
👩🏽‍🦲	kadın, kadın: orta cilt tonu kel, kel, kişiler, orta cilt tonu
👩🏾‍🦲	kadın, kadın: orta koyu cilt tonu kel, kel, kişiler, orta koyu cilt tonu
👩🏿‍🦲	kadın, kadın: koyu cilt tonu kel, kel, kişiler, koyu cilt tonu
🧓	kişi, yaşlı, yaşlı yetişkin
🧓🏻	açık cilt tonu, kişi, yaşlı, yaşlı yetişkin, yaşlı yetişkin: açık cilt tonu
🧓🏼	kişi, orta açık cilt tonu, yaşlı, yaşlı yetişkin, yaşlı yetişkin: orta açık cilt tonu
🧓🏽	kişi, orta cilt tonu, yaşlı, yaşlı yetişkin, yaşlı yetişkin: orta cilt tonu
🧓🏾	kişi, orta koyu cilt tonu, yaşlı, yaşlı yetişkin, yaşlı yetişkin: orta koyu cilt tonu
🧓🏿	kişi, koyu cilt tonu, yaşlı, yaşlı yetişkin, yaşlı yetişkin: koyu cilt tonu
👴	erkek, kişiler, yaşlı, yaşlı erkek
👴🏻	açık cilt tonu, erkek, kişiler, yaşlı, yaşlı erkek: açık cilt tonu
👴🏼	erkek, kişiler, orta açık cilt tonu, yaşlı, yaşlı erkek: orta açık cilt tonu
👴🏽	erkek, kişiler, orta cilt tonu, yaşlı, yaşlı erkek: orta cilt tonu
👴🏾	erkek, kişiler, orta koyu cilt tonu, yaşlı, yaşlı erkek: orta koyu cilt tonu
👴🏿	erkek, kişiler, koyu cilt tonu, yaşlı, yaşlı erkek: koyu cilt tonu
👵	kadın, kişiler, yaşlı, yaşlı kadın
👵🏻	açık cilt tonu, kadın, kişiler, yaşlı, yaşlı kadın: açık cilt tonu
👵🏼	kadın, kişiler, orta açık cilt tonu, yaşlı, yaşlı kadın: orta açık cilt tonu
👵🏽	kadın, kişiler, orta cilt tonu, yaşlı, yaşlı kadın: orta cilt tonu
👵🏾	kadın, kişiler, orta koyu cilt tonu, yaşlı, yaşlı kadın: orta koyu cilt tonu
👵🏿	kadın, kişiler, koyu cilt tonu, yaşlı, yaşlı kadın: koyu cilt tonu
🙍	hareket, kişi, somurtan kişi, somurtma
🙍🏻	açık cilt tonu, hareket, kişi, somurtan kişi, somurtma, somurtma: açık cilt tonu
🙍🏼	hareket, kişi, orta açık cilt tonu, somurtan kişi, somurtma, somurtma: orta açık cilt tonu
🙍🏽	hareket, kişi, orta cilt tonu, somurtan kişi, somurtma, somurtma: orta cilt tonu
🙍🏾	hareket, kişi, orta koyu cilt tonu, somurtan kişi, somurtma, somurtma: orta koyu cilt tonu
🙍🏿	hareket, kişi, koyu cilt tonu, somurtan kişi, somurtma, somurtma: koyu cilt tonu
🙍‍♂	adam, erkek, mimik, somurtan erkek, somurtma
