😀	smajlík, tvář, výraz, zubící se obličej, úšklebek
👊🏻	namířená pěst, namířená pěst: světlý odstín pleti, pěst, ruka, světlý odstín pleti, tělo, zaťatá, úder
👊🏼	namířená pěst, namířená pěst: středně světlý odstín pleti, pěst, ruka, středně světlý odstín pleti, tělo, zaťatá, úder
👊🏽	namířená pěst, namířená pěst: střední odstín pleti, pěst, ruka, střední odstín pleti, tělo, zaťatá, úder
👊🏾	namířená pěst, namířená pěst: středně tmavý odstín pleti, pěst, ruka, středně tmavý odstín pleti, tělo, zaťatá, úder
👊🏿	namířená pěst, namířená pěst: tmavý odstín pleti, pěst, ruka, tmavý odstín pleti, tělo, zaťatá, úder
🤛	doleva, pěst, pěst mířící doleva
🤛🏻	doleva, pěst, pěst mířící doleva, pěst mířící doleva: světlý odstín pleti, světlý odstín pleti
🤛🏼	doleva, pěst, pěst mířící doleva, pěst mířící doleva: středně světlý odstín pleti, středně světlý odstín pleti
🤛🏽	doleva, pěst, pěst mířící doleva, pěst mířící doleva: střední odstín pleti, střední odstín pleti
🤛🏾	doleva, pěst, pěst mířící doleva, pěst mířící doleva: středně tmavý odstín pleti, středně tmavý odstín pleti
🤛🏿	doleva, pěst, pěst mířící doleva, pěst mířící doleva: tmavý odstín pleti, tmavý odstín pleti
🤜	doprava, pěst, pěst mířící doprava
🤜🏻	doprava, pěst, pěst mířící doprava, pěst mířící doprava: světlý odstín pleti, světlý odstín pleti
🤜🏼	doprava, pěst, pěst mířící doprava, pěst mířící doprava: středně světlý odstín pleti, středně světlý odstín pleti
🤜🏽	doprava, pěst, pěst mířící doprava, pěst mířící doprava: střední odstín pleti, střední odstín pleti
🤜🏾	doprava, pěst, pěst mířící doprava, pěst mířící doprava: středně tmavý odstín pleti, středně tmavý odstín pleti
🤜🏿	doprava, pěst, pěst mířící doprava, pěst mířící doprava: tmavý odstín pleti, tmavý odstín pleti
👏	ruka, tleskající ruce, tleskat, tělo
👏🏻	ruka, světlý odstín pleti, tleskající ruce, tleskající ruce: světlý odstín pleti, tleskat, tělo
👏🏼	ruka, středně světlý odstín pleti, tleskající ruce, tleskající ruce: středně světlý odstín pleti, tleskat, tělo
👏🏽	ruka, střední odstín pleti, tleskající ruce, tleskající ruce: střední odstín pleti, tleskat, tělo
👏🏾	ruka, středně tmavý odstín pleti, tleskající ruce, tleskající ruce: středně tmavý odstín pleti, tleskat, tělo
👏🏿	ruka, tleskající ruce, tleskající ruce: tmavý odstín pleti, tleskat, tmavý odstín pleti, tělo
🙌	gesto, hurá, oslava, ruka, tělo, zdvižená, zvednutá, zvednuté ruce
🙌🏻	gesto, hurá, oslava, ruka, světlý odstín pleti, tělo, zdvižená, zvednutá, zvednuté ruce, zvednuté ruce: světlý odstín pleti
🙌🏼	gesto, hurá, oslava, ruka, středně světlý odstín pleti, tělo, zdvižená, zvednutá, zvednuté ruce, zvednuté ruce: středně světlý odstín pleti
🙌🏽	gesto, hurá, oslava, ruka, střední odstín pleti, tělo, zdvižená, zvednutá, zvednuté ruce, zvednuté ruce: střední odstín pleti
🙌🏾	gesto, hurá, oslava, ruka, středně tmavý odstín pleti, tělo, zdvižená, zvednutá, zvednuté ruce, zvednuté ruce: středně tmavý odstín pleti
🙌🏿	gesto, hurá, oslava, ruka, tmavý odstín pleti, tělo, zdvižená, zvednutá, zvednuté ruce, zvednuté ruce: tmavý odstín pleti
👐	otevřený, rozevřené dlaně, ruka, tělo
👐🏻	otevřený, rozevřené dlaně, rozevřené dlaně: světlý odstín pleti, ruka, světlý odstín pleti, tělo
👐🏼	otevřený, rozevřené dlaně, rozevřené dlaně: středně světlý odstín pleti, ruka, středně světlý odstín pleti, tělo
👐🏽	otevřený, rozevřené dlaně, rozevřené dlaně: střední odstín pleti, ruka, střední odstín pleti, tělo
👐🏾	otevřený, rozevřené dlaně, rozevřené dlaně: středně tmavý odstín pleti, ruka, středně tmavý odstín pleti, tělo
👐🏿	otevřený, rozevřené dlaně, rozevřené dlaně: tmavý odstín pleti, ruka, tmavý odstín pleti, tělo
🤲	prosba, zdvižené dlaně vedle sebe
🤲🏻	prosba, světlý odstín pleti, zdvižené dlaně vedle sebe, zdvižené dlaně vedle sebe: světlý odstín pleti
🤲🏼	prosba, středně světlý odstín pleti, zdvižené dlaně vedle sebe, zdvižené dlaně vedle sebe: středně světlý odstín pleti
🤲🏽	prosba, střední odstín pleti, zdvižené dlaně vedle sebe, zdvižené dlaně vedle sebe: střední odstín pleti
🤲🏾	prosba, středně tmavý odstín pleti, zdvižené dlaně vedle sebe, zdvižené dlaně vedle sebe: středně tmavý odstín pleti
🤲🏿	prosba, tmavý odstín pleti, zdvižené dlaně vedle sebe, zdvižené dlaně vedle sebe: tmavý odstín pleti
🤝	podání, potřesení, potřást, ruka, rukou, ruky, seznámení, souhlas, stisk, stisk rukou
🙏	díky, gesto, modlitba, otázka, prosím, ruka, sepjaté, sepjaté ruce, tělo, úklona
🙏🏻	díky, gesto, modlitba, otázka, prosím, ruka, sepjaté, sepjaté ruce, sepjaté ruce: světlý odstín pleti, světlý odstín pleti, tělo, úklona
🙏🏼	díky, gesto, modlitba, otázka, prosím, ruka, sepjaté, sepjaté ruce, sepjaté ruce: středně světlý odstín pleti, středně světlý odstín pleti, tělo, úklona
🙏🏽	díky, gesto, modlitba, otázka, prosím, ruka, sepjaté, sepjaté ruce, sepjaté ruce: střední odstín pleti, střední odstín pleti, tělo, úklona
🙏🏾	díky, gesto, modlitba, otázka, prosím, ruka, sepjaté, sepjaté ruce, sepjaté ruce: středně tmavý odstín pleti, středně tmavý odstín pleti, tělo, úklona
🙏🏿	díky, gesto, modlitba, otázka, prosím, ruka, sepjaté, sepjaté ruce, sepjaté ruce: tmavý odstín pleti, tmavý odstín pleti, tělo, úklona
✍️	psát, píšící ruka, ruka, tělo
✍🏻	psát, píšící ruka, píšící ruka: světlý odstín pleti, ruka, světlý odstín pleti, tělo
✍🏼	psát, píšící ruka, píšící ruka: středně světlý odstín pleti, ruka, středně světlý odstín pleti, tělo
✍🏽	psát, píšící ruka, píšící ruka: střední odstín pleti, ruka, střední odstín pleti, tělo
✍🏾	psát, píšící ruka, píšící ruka: středně tmavý odstín pleti, ruka, středně tmavý odstín pleti, tělo
✍🏿	psát, píšící ruka, píšící ruka: tmavý odstín pleti, ruka, tmavý odstín pleti, tělo
💅	kosmetika, lak, lak na nehty, manikúra, nehet, péče, tělo
💅🏻	kosmetika, lak, lak na nehty, lak na nehty: světlý odstín pleti, manikúra, nehet, péče, světlý odstín pleti, tělo
💅🏼	kosmetika, lak, lak na nehty, lak na nehty: středně světlý odstín pleti, manikúra, nehet, péče, středně světlý odstín pleti, tělo
💅🏽	kosmetika, lak, lak na nehty, lak na nehty: střední odstín pleti, manikúra, nehet, péče, střední odstín pleti, tělo
💅🏾	kosmetika, lak, lak na nehty, lak na nehty: středně tmavý odstín pleti, manikúra, nehet, péče, středně tmavý odstín pleti, tělo
💅🏿	kosmetika, lak, lak na nehty, lak na nehty: tmavý odstín pleti, manikúra, nehet, péče, tmavý odstín pleti, tělo
🤳	fotoaparát, selfie, selfíčko, telefon
🤳🏻	fotoaparát, selfie, selfie: světlý odstín pleti, selfíčko, světlý odstín pleti, telefon
🤳🏼	fotoaparát, selfie, selfie: středně světlý odstín pleti, selfíčko, středně světlý odstín pleti, telefon
🤳🏽	fotoaparát, selfie, selfie: střední odstín pleti, selfíčko, střední odstín pleti, telefon
🤳🏾	fotoaparát, selfie, selfie: středně tmavý odstín pleti, selfíčko, středně tmavý odstín pleti, telefon
🤳🏿	fotoaparát, selfie, selfie: tmavý odstín pleti, selfíčko, telefon, tmavý odstín pleti
💪	biceps, obrázek, sval, svaly, síla, tělo, zatnutý biceps
💪🏻	biceps, obrázek, sval, svaly, světlý odstín pleti, síla, tělo, zatnutý biceps, zatnutý biceps: světlý odstín pleti
💪🏼	biceps, obrázek, středně světlý odstín pleti, sval, svaly, síla, tělo, zatnutý biceps, zatnutý biceps: středně světlý odstín pleti
💪🏽	biceps, obrázek, střední odstín pleti, sval, svaly, síla, tělo, zatnutý biceps, zatnutý biceps: střední odstín pleti
💪🏾	biceps, obrázek, středně tmavý odstín pleti, sval, svaly, síla, tělo, zatnutý biceps, zatnutý biceps: středně tmavý odstín pleti
💪🏿	biceps, obrázek, sval, svaly, síla, tmavý odstín pleti, tělo, zatnutý biceps, zatnutý biceps: tmavý odstín pleti
🦾	handicap, hendikep, invalidní, mechanická paže, pomůcka, postižení, protéza, usnadnění
🦿	handicap, hendikep, invalidní, mechanická noha, pomůcka, postižení, protéza, usnadnění
🦵	končetina, kopanec, kopnutí, noha
🦵🏻	končetina, kopanec, kopnutí, noha, noha: světlý odstín pleti, světlý odstín pleti
🦵🏼	končetina, kopanec, kopnutí, noha, noha: středně světlý odstín pleti, středně světlý odstín pleti
🦵🏽	končetina, kopanec, kopnutí, noha, noha: střední odstín pleti, střední odstín pleti
🦵🏾	končetina, kopanec, kopnutí, noha, noha: středně tmavý odstín pleti, středně tmavý odstín pleti
🦵🏿	končetina, kopanec, kopnutí, noha, noha: tmavý odstín pleti, tmavý odstín pleti
🦶	chodidlo, kopanec, kopnutí, noha, šlapka, šlápnutí
🦶🏻	chodidlo, chodidlo: světlý odstín pleti, kopanec, kopnutí, noha, světlý odstín pleti, šlapka, šlápnutí
🦶🏼	chodidlo, chodidlo: středně světlý odstín pleti, kopanec, kopnutí, noha, středně světlý odstín pleti, šlapka, šlápnutí
🦶🏽	chodidlo, chodidlo: střední odstín pleti, kopanec, kopnutí, noha, střední odstín pleti, šlapka, šlápnutí
🦶🏾	chodidlo, chodidlo: středně tmavý odstín pleti, kopanec, kopnutí, noha, středně tmavý odstín pleti, šlapka, šlápnutí
🦶🏿	chodidlo, chodidlo: tmavý odstín pleti, kopanec, kopnutí, noha, tmavý odstín pleti, šlapka, šlápnutí
👂️	tělo, ucho
👂🏻	světlý odstín pleti, tělo, ucho, ucho: světlý odstín pleti
👂🏼	středně světlý odstín pleti, tělo, ucho, ucho: středně světlý odstín pleti
👂🏽	střední odstín pleti, tělo, ucho, ucho: střední odstín pleti
👂🏾	středně tmavý odstín pleti, tělo, ucho, ucho: středně tmavý odstín pleti
👂🏿	tmavý odstín pleti, tělo, ucho, ucho: tmavý odstín pleti
🦻	handicap, hendikep, naslouchadlo, nedoslýchavost, pomůcka, postižení, ucho s naslouchátkem, usnadnění
🦻🏻	handicap, hendikep, naslouchadlo, nedoslýchavost, pomůcka, postižení, světlý odstín pleti, ucho s naslouchátkem, ucho s naslouchátkem: světlý odstín pleti, usnadnění
🦻🏼	handicap, hendikep, naslouchadlo, nedoslýchavost, pomůcka, postižení, středně světlý odstín pleti, ucho s naslouchátkem, ucho s naslouchátkem: středně světlý odstín pleti, usnadnění
🦻🏽	handicap, hendikep, naslouchadlo, nedoslýchavost, pomůcka, postižení, střední odstín pleti, ucho s naslouchátkem, ucho s naslouchátkem: střední odstín pleti, usnadnění
🦻🏾	handicap, hendikep, naslouchadlo, nedoslýchavost, pomůcka, postižení, středně tmavý odstín pleti, ucho s naslouchátkem, ucho s naslouchátkem: středně tmavý odstín pleti, usnadnění
🦻🏿	handicap, hendikep, naslouchadlo, nedoslýchavost, pomůcka, postižení, tmavý odstín pleti, ucho s naslouchátkem, ucho s naslouchátkem: tmavý odstín pleti, usnadnění
👃	nos, tělo
👃🏻	nos, nos: světlý odstín pleti, světlý odstín pleti, tělo
👃🏼	nos, nos: středně světlý odstín pleti, středně světlý odstín pleti, tělo
👃🏽	nos, nos: střední odstín pleti, střední odstín pleti, tělo
👃🏾	nos, nos: středně tmavý odstín pleti, středně tmavý odstín pleti, tělo
👃🏿	nos, nos: tmavý odstín pleti, tmavý odstín pleti, tělo
🧠	inteligence, inteligentní, mozek
🦷	dentista, zub, zubař
🦴	kost, kostra
👀	obličej, oko, oči, tělo
👁️	oko, tělo
👅	jazyk, tělo
👄	pusa, rty, tělo, ústa
👶	batole, kojenec, malé dítě, nemluvně
👶🏻	batole, kojenec, malé dítě, nemluvně, nemluvně: světlý odstín pleti, světlý odstín pleti
👶🏼	batole, kojenec, malé dítě, nemluvně, nemluvně: středně světlý odstín pleti, středně světlý odstín pleti
👶🏽	batole, kojenec, malé dítě, nemluvně, nemluvně: střední odstín pleti, střední odstín pleti
👶🏾	batole, kojenec, malé dítě, nemluvně, nemluvně: středně tmavý odstín pleti, středně tmavý odstín pleti
👶🏿	batole, kojenec, malé dítě, nemluvně, nemluvně: tmavý odstín pleti, tmavý odstín pleti
🧒	dítě, malé, neutrální
🧒🏻	dítě, dítě: světlý odstín pleti, malé, neutrální, světlý odstín pleti
🧒🏼	dítě, dítě: středně světlý odstín pleti, malé, neutrální, středně světlý odstín pleti
🧒🏽	dítě, dítě: střední odstín pleti, malé, neutrální, střední odstín pleti
🧒🏾	dítě, dítě: středně tmavý odstín pleti, malé, neutrální, středně tmavý odstín pleti
🧒🏿	dítě, dítě: tmavý odstín pleti, malé, neutrální, tmavý odstín pleti
👦	chlapec, hoch, kluk
👦🏻	chlapec, chlapec: světlý odstín pleti, hoch, kluk, světlý odstín pleti
👦🏼	chlapec, chlapec: středně světlý odstín pleti, hoch, kluk, středně světlý odstín pleti
👦🏽	chlapec, chlapec: střední odstín pleti, hoch, kluk, střední odstín pleti
👦🏾	chlapec, chlapec: středně tmavý odstín pleti, hoch, kluk, středně tmavý odstín pleti
👦🏿	chlapec, chlapec: tmavý odstín pleti, hoch, kluk, tmavý odstín pleti
👧	dívka, děvče, holka, panna, zvěrokruh
👧🏻	dívka, dívka: světlý odstín pleti, děvče, holka, panna, světlý odstín pleti, zvěrokruh
👧🏼	dívka, dívka: středně světlý odstín pleti, děvče, holka, panna, středně světlý odstín pleti, zvěrokruh
👧🏽	dívka, dívka: střední odstín pleti, děvče, holka, panna, střední odstín pleti, zvěrokruh
👧🏾	dívka, dívka: středně tmavý odstín pleti, děvče, holka, panna, středně tmavý odstín pleti, zvěrokruh
👧🏿	dívka, dívka: tmavý odstín pleti, děvče, holka, panna, tmavý odstín pleti, zvěrokruh
🧑	dospělák, dospělý člověk, neutrální, osoba, člověk
🧑🏻	dospělák, dospělý člověk, dospělý člověk: světlý odstín pleti, neutrální, osoba, světlý odstín pleti, člověk
🧑🏼	dospělák, dospělý člověk, dospělý člověk: středně světlý odstín pleti, neutrální, osoba, středně světlý odstín pleti, člověk
🧑🏽	dospělák, dospělý člověk, dospělý člověk: střední odstín pleti, neutrální, osoba, střední odstín pleti, člověk
🧑🏾	dospělák, dospělý člověk, dospělý člověk: středně tmavý odstín pleti, neutrální, osoba, středně tmavý odstín pleti, člověk
🧑🏿	dospělák, dospělý člověk, dospělý člověk: tmavý odstín pleti, neutrální, osoba, tmavý odstín pleti, člověk
👱	blond, světlé vlasy, člověk s blond vlasy
👱🏻	blond, světlé vlasy, světlý odstín pleti, člověk s blond vlasy, člověk s blond vlasy: světlý odstín pleti
👱🏼	blond, středně světlý odstín pleti, světlé vlasy, člověk s blond vlasy, člověk s blond vlasy: středně světlý odstín pleti
👱🏽	blond, střední odstín pleti, světlé vlasy, člověk s blond vlasy, člověk s blond vlasy: střední odstín pleti
👱🏾	blond, středně tmavý odstín pleti, světlé vlasy, člověk s blond vlasy, člověk s blond vlasy: středně tmavý odstín pleti
👱🏿	blond, světlé vlasy, tmavý odstín pleti, člověk s blond vlasy, člověk s blond vlasy: tmavý odstín pleti
👨	muž
👨🏻	muž, muž: světlý odstín pleti, světlý odstín pleti
👨🏼	muž, muž: středně světlý odstín pleti, středně světlý odstín pleti
👨🏽	muž, muž: střední odstín pleti, střední odstín pleti
👨🏾	muž, muž: středně tmavý odstín pleti, středně tmavý odstín pleti
