😀	malaking ngiti, mukha, mukhang nakangisi, mukhang nakangiti, nakangiti, ngiti
🤛🏾	kamao, katamtamang dark na kulay ng balat, pakaliwa, pakaliwang kamao, pakaliwang kamao: katamtamang dark na kulay ng balat
🤛🏿	dark na kulay ng balat, kamao, pakaliwa, pakaliwang kamao, pakaliwang kamao: dark na kulay ng balat
🤜	kamao, pakanan, pakanang kamao
🤜🏻	kamao, light na kulay ng balat, pakanan, pakanang kamao, pakanang kamao: light na kulay ng balat
🤜🏼	kamao, katamtamang light na kulay ng balat, pakanan, pakanang kamao, pakanang kamao: katamtamang light na kulay ng balat
🤜🏽	kamao, katamtamang kulay ng balat, pakanan, pakanang kamao, pakanang kamao: katamtamang kulay ng balat
🤜🏾	kamao, katamtamang dark na kulay ng balat, pakanan, pakanang kamao, pakanang kamao: katamtamang dark na kulay ng balat
🤜🏿	dark na kulay ng balat, kamao, pakanan, pakanang kamao, pakanang kamao: dark na kulay ng balat
👏	gesture, kamay, palakpak, pumapalakpak
👏🏻	gesture, kamay, light na kulay ng balat, palakpak, pumapalakpak, pumapalakpak: light na kulay ng balat
👏🏼	gesture, kamay, katamtamang light na kulay ng balat, palakpak, pumapalakpak, pumapalakpak: katamtamang light na kulay ng balat
👏🏽	gesture, kamay, katamtamang kulay ng balat, palakpak, pumapalakpak, pumapalakpak: katamtamang kulay ng balat
👏🏾	gesture, kamay, katamtamang dark na kulay ng balat, palakpak, pumapalakpak, pumapalakpak: katamtamang dark na kulay ng balat
👏🏿	dark na kulay ng balat, gesture, kamay, palakpak, pumapalakpak, pumapalakpak: dark na kulay ng balat
🙌	hooray, kamay, nagdiriwang, nakataas na mga kamay
🙌🏻	hooray, kamay, light na kulay ng balat, nagdiriwang, nakataas na mga kamay, nakataas na mga kamay: light na kulay ng balat
🙌🏼	hooray, kamay, katamtamang light na kulay ng balat, nagdiriwang, nakataas na mga kamay, nakataas na mga kamay: katamtamang light na kulay ng balat
🙌🏽	hooray, kamay, katamtamang kulay ng balat, nagdiriwang, nakataas na mga kamay, nakataas na mga kamay: katamtamang kulay ng balat
🙌🏾	hooray, kamay, katamtamang dark na kulay ng balat, nagdiriwang, nakataas na mga kamay, nakataas na mga kamay: katamtamang dark na kulay ng balat
🙌🏿	dark na kulay ng balat, hooray, kamay, nagdiriwang, nakataas na mga kamay, nakataas na mga kamay: dark na kulay ng balat
👐	bukas-palad, gesture, kamay, palad
👐🏻	bukas-palad, bukas-palad: light na kulay ng balat, gesture, kamay, light na kulay ng balat, palad
👐🏼	bukas-palad, bukas-palad: katamtamang light na kulay ng balat, gesture, kamay, katamtamang light na kulay ng balat, palad
👐🏽	bukas-palad, bukas-palad: katamtamang kulay ng balat, gesture, kamay, katamtamang kulay ng balat, palad
👐🏾	bukas-palad, bukas-palad: katamtamang dark na kulay ng balat, gesture, kamay, katamtamang dark na kulay ng balat, palad
👐🏿	bukas-palad, bukas-palad: dark na kulay ng balat, dark na kulay ng balat, gesture, kamay, palad
🤲	dasal, nakataas na magkadikit na palad
🤲🏻	dasal, light na kulay ng balat, nakataas na magkadikit na palad, nakataas na magkadikit na palad: light na kulay ng balat
🤲🏼	dasal, katamtamang light na kulay ng balat, nakataas na magkadikit na palad, nakataas na magkadikit na palad: katamtamang light na kulay ng balat
🤲🏽	dasal, katamtamang kulay ng balat, nakataas na magkadikit na palad, nakataas na magkadikit na palad: katamtamang kulay ng balat
🤲🏾	dasal, katamtamang dark na kulay ng balat, nakataas na magkadikit na palad, nakataas na magkadikit na palad: katamtamang dark na kulay ng balat
🤲🏿	dark na kulay ng balat, dasal, nakataas na magkadikit na palad, nakataas na magkadikit na palad: dark na kulay ng balat
🤝	kamay, kasunduan, meeting, pagkakamay
🙏	gesture, humihiling, kamay, magkalapat na mga palad, nagdarasal, nagpapasalamat, nakikisuyo, yuko, yumuyuko
🙏🏻	gesture, humihiling, kamay, light na kulay ng balat, magkalapat na mga palad, magkalapat na mga palad: light na kulay ng balat, nagdarasal, nagpapasalamat, nakikisuyo, yuko, yumuyuko
🙏🏼	gesture, humihiling, kamay, katamtamang light na kulay ng balat, magkalapat na mga palad, magkalapat na mga palad: katamtamang light na kulay ng balat, nagdarasal, nagpapasalamat, nakikisuyo, yuko, yumuyuko
🙏🏽	gesture, humihiling, kamay, katamtamang kulay ng balat, magkalapat na mga palad, magkalapat na mga palad: katamtamang kulay ng balat, nagdarasal, nagpapasalamat, nakikisuyo, yuko, yumuyuko
🙏🏾	gesture, humihiling, kamay, katamtamang dark na kulay ng balat, magkalapat na mga palad, magkalapat na mga palad: katamtamang dark na kulay ng balat, nagdarasal, nagpapasalamat, nakikisuyo, yuko, yumuyuko
🙏🏿	dark na kulay ng balat, gesture, humihiling, kamay, magkalapat na mga palad, magkalapat na mga palad: dark na kulay ng balat, nagdarasal, nagpapasalamat, nakikisuyo, yuko, yumuyuko
✍️	kamay, nagsusulat, nagsusulat na kamay
✍🏻	kamay, light na kulay ng balat, nagsusulat, nagsusulat na kamay, nagsusulat na kamay: light na kulay ng balat
✍🏼	kamay, katamtamang light na kulay ng balat, nagsusulat, nagsusulat na kamay, nagsusulat na kamay: katamtamang light na kulay ng balat
✍🏽	kamay, katamtamang kulay ng balat, nagsusulat, nagsusulat na kamay, nagsusulat na kamay: katamtamang kulay ng balat
✍🏾	kamay, katamtamang dark na kulay ng balat, nagsusulat, nagsusulat na kamay, nagsusulat na kamay: katamtamang dark na kulay ng balat
✍🏿	dark na kulay ng balat, kamay, nagsusulat, nagsusulat na kamay, nagsusulat na kamay: dark na kulay ng balat
💅	cosmetics, daliri, kamay, kuko, manicure, nail polish, polish
💅🏻	cosmetics, daliri, kamay, kuko, light na kulay ng balat, manicure, nail polish, nail polish: light na kulay ng balat, polish
💅🏼	cosmetics, daliri, kamay, katamtamang light na kulay ng balat, kuko, manicure, nail polish, nail polish: katamtamang light na kulay ng balat, polish
💅🏽	cosmetics, daliri, kamay, katamtamang kulay ng balat, kuko, manicure, nail polish, nail polish: katamtamang kulay ng balat, polish
💅🏾	cosmetics, daliri, kamay, katamtamang dark na kulay ng balat, kuko, manicure, nail polish, nail polish: katamtamang dark na kulay ng balat, polish
💅🏿	cosmetics, daliri, dark na kulay ng balat, kamay, kuko, manicure, nail polish, nail polish: dark na kulay ng balat, polish
🤳	camera, mobile phone, selfie, telepono
🤳🏻	camera, light na kulay ng balat, mobile phone, selfie, selfie: light na kulay ng balat, telepono
🤳🏼	camera, katamtamang light na kulay ng balat, mobile phone, selfie, selfie: katamtamang light na kulay ng balat, telepono
🤳🏽	camera, katamtamang kulay ng balat, mobile phone, selfie, selfie: katamtamang kulay ng balat, telepono
🤳🏾	camera, katamtamang dark na kulay ng balat, mobile phone, selfie, selfie: katamtamang dark na kulay ng balat, telepono
🤳🏿	camera, dark na kulay ng balat, mobile phone, selfie, selfie: dark na kulay ng balat, telepono
💪	biceps, braso, macho, muscle, naka-flex, pinalaking biceps
💪🏻	biceps, braso, light na kulay ng balat, macho, muscle, naka-flex, pinalaking biceps, pinalaking biceps: light na kulay ng balat
💪🏼	biceps, braso, katamtamang light na kulay ng balat, macho, muscle, naka-flex, pinalaking biceps, pinalaking biceps: katamtamang light na kulay ng balat
💪🏽	biceps, braso, katamtamang kulay ng balat, macho, muscle, naka-flex, pinalaking biceps, pinalaking biceps: katamtamang kulay ng balat
💪🏾	biceps, braso, katamtamang dark na kulay ng balat, macho, muscle, naka-flex, pinalaking biceps, pinalaking biceps: katamtamang dark na kulay ng balat
💪🏿	biceps, braso, dark na kulay ng balat, macho, muscle, naka-flex, pinalaking biceps, pinalaking biceps: dark na kulay ng balat
🦾	mekanikal na braso, pagiging naa-access, prosthetic
🦿	mekanikal na binti, pagiging naa-access, prosthetic
🦵	biyas, hita, sipa
🦵🏻	biyas, hita, hita: light na kulay ng balat, light na kulay ng balat, sipa
🦵🏼	biyas, hita, hita: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, sipa
🦵🏽	biyas, hita, hita: katamtamang kulay ng balat, katamtamang kulay ng balat, sipa
🦵🏾	biyas, hita, hita: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, sipa
🦵🏿	biyas, dark na kulay ng balat, hita, hita: dark na kulay ng balat, sipa
🦶	apakan, paa, sipa
🦶🏻	apakan, light na kulay ng balat, paa, paa: light na kulay ng balat, sipa
🦶🏼	apakan, katamtamang light na kulay ng balat, paa, paa: katamtamang light na kulay ng balat, sipa
🦶🏽	apakan, katamtamang kulay ng balat, paa, paa: katamtamang kulay ng balat, sipa
🦶🏾	apakan, katamtamang dark na kulay ng balat, paa, paa: katamtamang dark na kulay ng balat, sipa
🦶🏿	apakan, dark na kulay ng balat, paa, paa: dark na kulay ng balat, sipa
👂️	katawan, tainga, tenga
👂🏻	katawan, light na kulay ng balat, tainga, tainga: light na kulay ng balat, tenga
👂🏼	katamtamang light na kulay ng balat, katawan, tainga, tainga: katamtamang light na kulay ng balat, tenga
👂🏽	katamtamang kulay ng balat, katawan, tainga, tainga: katamtamang kulay ng balat, tenga
👂🏾	katamtamang dark na kulay ng balat, katawan, tainga, tainga: katamtamang dark na kulay ng balat, tenga
👂🏿	dark na kulay ng balat, katawan, tainga, tainga: dark na kulay ng balat, tenga
🦻	hirap makarinig, pagiging naa-access, tainga na may hearing aid
🦻🏻	hirap makarinig, light na kulay ng balat, pagiging naa-access, tainga na may hearing aid, tainga na may hearing aid: light na kulay ng balat
🦻🏼	hirap makarinig, katamtamang light na kulay ng balat, pagiging naa-access, tainga na may hearing aid, tainga na may hearing aid: katamtamang light na kulay ng balat
🦻🏽	hirap makarinig, katamtamang kulay ng balat, pagiging naa-access, tainga na may hearing aid, tainga na may hearing aid: katamtamang kulay ng balat
🦻🏾	hirap makarinig, katamtamang dark na kulay ng balat, pagiging naa-access, tainga na may hearing aid, tainga na may hearing aid: katamtamang dark na kulay ng balat
🦻🏿	dark na kulay ng balat, hirap makarinig, pagiging naa-access, tainga na may hearing aid, tainga na may hearing aid: dark na kulay ng balat
👃	ilong, katawan
👃🏻	ilong, ilong: light na kulay ng balat, katawan, light na kulay ng balat
👃🏼	ilong, ilong: katamtamang light na kulay ng balat, katamtamang light na kulay ng balat, katawan
👃🏽	ilong, ilong: katamtamang kulay ng balat, katamtamang kulay ng balat, katawan
👃🏾	ilong, ilong: katamtamang dark na kulay ng balat, katamtamang dark na kulay ng balat, katawan
👃🏿	dark na kulay ng balat, ilong, ilong: dark na kulay ng balat, katawan
🧠	matalino, utak
🦷	dentista, ngipin
🦴	buto, kalansay
👀	katawan, mata, mga mata
👁️	katawan, mata
👅	belat, dila, panlasa
👄	bibig, labi
👶	sanggol
👶🏻	light na kulay ng balat, sanggol, sanggol: light na kulay ng balat
👶🏼	katamtamang light na kulay ng balat, sanggol, sanggol: katamtamang light na kulay ng balat
👶🏽	katamtamang kulay ng balat, sanggol, sanggol: katamtamang kulay ng balat
👶🏾	katamtamang dark na kulay ng balat, sanggol, sanggol: katamtamang dark na kulay ng balat
👶🏿	dark na kulay ng balat, sanggol, sanggol: dark na kulay ng balat
🧒	anak, bata, hindi tinukoy na kasarian, kasarian-neutral
🧒🏻	anak, bata, bata: light na kulay ng balat, hindi tinukoy na kasarian, kasarian-neutral, light na kulay ng balat
🧒🏼	anak, bata, bata: katamtamang light na kulay ng balat, hindi tinukoy na kasarian, kasarian-neutral, katamtamang light na kulay ng balat
🧒🏽	anak, bata, bata: katamtamang kulay ng balat, hindi tinukoy na kasarian, kasarian-neutral, katamtamang kulay ng balat
🧒🏾	anak, bata, bata: katamtamang dark na kulay ng balat, hindi tinukoy na kasarian, kasarian-neutral, katamtamang dark na kulay ng balat
🧒🏿	anak, bata, bata: dark na kulay ng balat, dark na kulay ng balat, hindi tinukoy na kasarian, kasarian-neutral
👦	bata, batang lalaki, binatilyo, lalaki
👦🏻	bata, batang lalaki, batang lalaki: light na kulay ng balat, binatilyo, lalaki, light na kulay ng balat
👦🏼	bata, batang lalaki, batang lalaki: katamtamang light na kulay ng balat, binatilyo, katamtamang light na kulay ng balat, lalaki
👦🏽	bata, batang lalaki, batang lalaki: katamtamang kulay ng balat, binatilyo, katamtamang kulay ng balat, lalaki
👦🏾	bata, batang lalaki, batang lalaki: katamtamang dark na kulay ng balat, binatilyo, katamtamang dark na kulay ng balat, lalaki
👦🏿	bata, batang lalaki, batang lalaki: dark na kulay ng balat, binatilyo, dark na kulay ng balat, lalaki
👧	babae, bata, batang babae, dalagita
👧🏻	babae, bata, batang babae, batang babae: light na kulay ng balat, dalagita, light na kulay ng balat
👧🏼	babae, bata, batang babae, batang babae: katamtamang light na kulay ng balat, dalagita, katamtamang light na kulay ng balat
👧🏽	babae, bata, batang babae, batang babae: katamtamang kulay ng balat, dalagita, katamtamang kulay ng balat
👧🏾	babae, bata, batang babae, batang babae: katamtamang dark na kulay ng balat, dalagita, katamtamang dark na kulay ng balat
👧🏿	babae, bata, batang babae, batang babae: dark na kulay ng balat, dalagita, dark na kulay ng balat
🧑	hindi hindi tinukoy na kasarian, kasarian-neutral, matanda, tao
🧑🏻	hindi hindi tinukoy na kasarian, kasarian-neutral, light na kulay ng balat, matanda, tao, tao: light na kulay ng balat
🧑🏼	hindi hindi tinukoy na kasarian, kasarian-neutral, katamtamang light na kulay ng balat, matanda, tao, tao: katamtamang light na kulay ng balat
🧑🏽	hindi hindi tinukoy na kasarian, kasarian-neutral, katamtamang kulay ng balat, matanda, tao, tao: katamtamang kulay ng balat
🧑🏾	hindi hindi tinukoy na kasarian, kasarian-neutral, katamtamang dark na kulay ng balat, matanda, tao, tao: katamtamang dark na kulay ng balat
🧑🏿	dark na kulay ng balat, hindi hindi tinukoy na kasarian, kasarian-neutral, matanda, tao, tao: dark na kulay ng balat
👱	blond, buhok, lalaki, tao, taong may blond na buhok
👱🏻	blond, buhok, lalaki, light na kulay ng balat, tao, taong may blond na buhok, taong may blond na buhok: light na kulay ng balat
👱🏼	blond, buhok, katamtamang light na kulay ng balat, lalaki, tao, taong may blond na buhok, taong may blond na buhok: katamtamang light na kulay ng balat
👱🏽	blond, buhok, katamtamang kulay ng balat, lalaki, tao, taong may blond na buhok, taong may blond na buhok: katamtamang kulay ng balat
👱🏾	blond, buhok, katamtamang dark na kulay ng balat, lalaki, tao, taong may blond na buhok, taong may blond na buhok: katamtamang dark na kulay ng balat
👱🏿	blond, buhok, dark na kulay ng balat, lalaki, tao, taong may blond na buhok, taong may blond na buhok: dark na kulay ng balat
👨	bigote, lalaki
👨🏻	bigote, lalaki, lalaki: light na kulay ng balat, light na kulay ng balat
👨🏼	bigote, katamtamang light na kulay ng balat, lalaki, lalaki: katamtamang light na kulay ng balat
👨🏽	bigote, katamtamang kulay ng balat, lalaki, lalaki: katamtamang kulay ng balat
👨🏾	bigote, katamtamang dark na kulay ng balat, lalaki, lalaki: katamtamang dark na kulay ng balat
👨🏿	bigote, dark na kulay ng balat, lalaki, lalaki: dark na kulay ng balat
🧔	balbas, lalaki: balbas, tao, taong may balbas
🧔🏻	balbas, lalaki: balbas, light na kulay ng balat, tao, taong may balbas, taong may balbas: light na kulay ng balat
🧔🏼	balbas, katamtamang light na kulay ng balat, lalaki: balbas, tao, taong may balbas, taong may balbas: katamtamang light na kulay ng balat
🧔🏽	balbas, katamtamang kulay ng balat, lalaki: balbas, tao, taong may balbas, taong may balbas: katamtamang kulay ng balat
🧔🏾	balbas, katamtamang dark na kulay ng balat, lalaki: balbas, tao, taong may balbas, taong may balbas: katamtamang dark na kulay ng balat
🧔🏿	balbas, dark na kulay ng balat, lalaki: balbas, tao, taong may balbas, taong may balbas: dark na kulay ng balat
👱‍♂	blonde, lalaki, lalaking blonde
👱🏻‍♂	blonde, lalaki, lalaking blonde, lalaking blonde: light na kulay ng balat, light na kulay ng balat
👱🏼‍♂	blonde, katamtamang light na kulay ng balat, lalaki, lalaking blonde, lalaking blonde: katamtamang light na kulay ng balat
👱🏽‍♂	blonde, katamtamang kulay ng balat, lalaki, lalaking blonde, lalaking blonde: katamtamang kulay ng balat
👱🏾‍♂	blonde, katamtamang dark na kulay ng balat, lalaki, lalaking blonde, lalaking blonde: katamtamang dark na kulay ng balat
👱🏿‍♂	blonde, dark na kulay ng balat, lalaki, lalaking blonde, lalaking blonde: dark na kulay ng balat
👨‍🦰	bigote, lalaki, lalaki: pulang buhok, pulang buhok
👨🏻‍🦰	bigote, lalaki, lalaki: light na kulay ng balat, pulang buhok, light na kulay ng balat, pulang buhok
👨🏼‍🦰	bigote, katamtamang light na kulay ng balat, lalaki, lalaki: katamtamang light na kulay ng balat, pulang buhok, pulang buhok
👨🏽‍🦰	bigote, katamtamang kulay ng balat, lalaki, lalaki: katamtamang kulay ng balat, pulang buhok, pulang buhok
👨🏾‍🦰	bigote, katamtamang dark na kulay ng balat, lalaki, lalaki: katamtamang dark na kulay ng balat, pulang buhok, pulang buhok
👨🏿‍🦰	bigote, dark na kulay ng balat, lalaki, lalaki: dark na kulay ng balat, pulang buhok, pulang buhok
👨‍🦱	bigote, kulot na buhok, lalaki, lalaki: kulot na buhok
👨🏻‍🦱	bigote, kulot na buhok, lalaki, lalaki: light na kulay ng balat, kulot na buhok, light na kulay ng balat
👨🏼‍🦱	bigote, katamtamang light na kulay ng balat, kulot na buhok, lalaki, lalaki: katamtamang light na kulay ng balat, kulot na buhok
