😀	roześmiana buźka, szeroko uśmiechnięta twarz
🤲🏿	dłonie do góry razem, dłonie do góry razem: karnacja ciemna, karnacja ciemna, modlitwa
🤝	powitanie, spotkanie, uścisk, uścisk dłoni, zgoda
🙏	modlitwa, prosić, złożone ręce
🙏🏻	karnacja jasna, modlitwa, prosić, złożone ręce, złożone ręce: karnacja jasna
🙏🏼	karnacja średnio jasna, modlitwa, prosić, złożone ręce, złożone ręce: karnacja średnio jasna
🙏🏽	karnacja średnia, modlitwa, prosić, złożone ręce, złożone ręce: karnacja średnia
🙏🏾	karnacja średnio ciemna, modlitwa, prosić, złożone ręce, złożone ręce: karnacja średnio ciemna
🙏🏿	karnacja ciemna, modlitwa, prosić, złożone ręce, złożone ręce: karnacja ciemna
✍️	pisać, pisać odręcznie, pisząca dłoń, piszę
✍🏻	karnacja jasna, pisać, pisać odręcznie, pisząca dłoń, pisząca dłoń: karnacja jasna, piszę
✍🏼	karnacja średnio jasna, pisać, pisać odręcznie, pisząca dłoń, pisząca dłoń: karnacja średnio jasna, piszę
✍🏽	karnacja średnia, pisać, pisać odręcznie, pisząca dłoń, pisząca dłoń: karnacja średnia, piszę
✍🏾	karnacja średnio ciemna, pisać, pisać odręcznie, pisząca dłoń, pisząca dłoń: karnacja średnio ciemna, piszę
✍🏿	karnacja ciemna, pisać, pisać odręcznie, pisząca dłoń, pisząca dłoń: karnacja ciemna, piszę
💅	ciało, kosmetyki, lakier do paznokci, lakierować paznokcie, manicure, pielęgnacja
💅🏻	ciało, karnacja jasna, kosmetyki, lakier do paznokci, lakier do paznokci: karnacja jasna, lakierować paznokcie, manicure, pielęgnacja
💅🏼	ciało, karnacja średnio jasna, kosmetyki, lakier do paznokci, lakier do paznokci: karnacja średnio jasna, lakierować paznokcie, manicure, pielęgnacja
💅🏽	ciało, karnacja średnia, kosmetyki, lakier do paznokci, lakier do paznokci: karnacja średnia, lakierować paznokcie, manicure, pielęgnacja
💅🏾	ciało, karnacja średnio ciemna, kosmetyki, lakier do paznokci, lakier do paznokci: karnacja średnio ciemna, lakierować paznokcie, manicure, pielęgnacja
💅🏿	ciało, karnacja ciemna, kosmetyki, lakier do paznokci, lakier do paznokci: karnacja ciemna, lakierować paznokcie, manicure, pielęgnacja
🤳	aparat, selfie, telefon, zdjęcie
🤳🏻	aparat, karnacja jasna, selfie, selfie: karnacja jasna, telefon, zdjęcie
🤳🏼	aparat, karnacja średnio jasna, selfie, selfie: karnacja średnio jasna, telefon, zdjęcie
🤳🏽	aparat, karnacja średnia, selfie, selfie: karnacja średnia, telefon, zdjęcie
🤳🏾	aparat, karnacja średnio ciemna, selfie, selfie: karnacja średnio ciemna, telefon, zdjęcie
🤳🏿	aparat, karnacja ciemna, selfie, selfie: karnacja ciemna, telefon, zdjęcie
💪	mięśnie, muskularny, muskuły, napięty biceps, silny, siła
💪🏻	karnacja jasna, mięśnie, muskularny, muskuły, napięty biceps, napięty biceps: karnacja jasna, silny, siła
💪🏼	karnacja średnio jasna, mięśnie, muskularny, muskuły, napięty biceps, napięty biceps: karnacja średnio jasna, silny, siła
💪🏽	karnacja średnia, mięśnie, muskularny, muskuły, napięty biceps, napięty biceps: karnacja średnia, silny, siła
💪🏾	karnacja średnio ciemna, mięśnie, muskularny, muskuły, napięty biceps, napięty biceps: karnacja średnio ciemna, silny, siła
💪🏿	karnacja ciemna, mięśnie, muskularny, muskuły, napięty biceps, napięty biceps: karnacja ciemna, silny, siła
🦾	dostępność, mechaniczne ramię, proteza
🦿	dostępność, proteza, proteza nogi
🦵	kopniak, kończyna, noga
🦵🏻	karnacja jasna, kopniak, kończyna, noga, noga: karnacja jasna
🦵🏼	karnacja średnio jasna, kopniak, kończyna, noga, noga: karnacja średnio jasna
🦵🏽	karnacja średnia, kopniak, kończyna, noga, noga: karnacja średnia
🦵🏾	karnacja średnio ciemna, kopniak, kończyna, noga, noga: karnacja średnio ciemna
🦵🏿	karnacja ciemna, kopniak, kończyna, noga, noga: karnacja ciemna
🦶	kopniak, stopa, tupanie
🦶🏻	karnacja jasna, kopniak, stopa, stopa: karnacja jasna, tupanie
🦶🏼	karnacja średnio jasna, kopniak, stopa, stopa: karnacja średnio jasna, tupanie
🦶🏽	karnacja średnia, kopniak, stopa, stopa: karnacja średnia, tupanie
🦶🏾	karnacja średnio ciemna, kopniak, stopa, stopa: karnacja średnio ciemna, tupanie
🦶🏿	karnacja ciemna, kopniak, stopa, stopa: karnacja ciemna, tupanie
👂️	ciało, ucho
👂🏻	ciało, karnacja jasna, ucho, ucho: karnacja jasna
👂🏼	ciało, karnacja średnio jasna, ucho, ucho: karnacja średnio jasna
👂🏽	ciało, karnacja średnia, ucho, ucho: karnacja średnia
👂🏾	ciało, karnacja średnio ciemna, ucho, ucho: karnacja średnio ciemna
👂🏿	ciało, karnacja ciemna, ucho, ucho: karnacja ciemna
🦻	niedosłuch, niedosłyszący, ucho z aparatem słuchowym
🦻🏻	karnacja jasna, niedosłuch, niedosłyszący, ucho z aparatem słuchowym, ucho z aparatem słuchowym: karnacja jasna
🦻🏼	karnacja średnio jasna, niedosłuch, niedosłyszący, ucho z aparatem słuchowym, ucho z aparatem słuchowym: karnacja średnio jasna
🦻🏽	karnacja średnia, niedosłuch, niedosłyszący, ucho z aparatem słuchowym, ucho z aparatem słuchowym: karnacja średnia
🦻🏾	karnacja średnio ciemna, niedosłuch, niedosłyszący, ucho z aparatem słuchowym, ucho z aparatem słuchowym: karnacja średnio ciemna
🦻🏿	karnacja ciemna, niedosłuch, niedosłyszący, ucho z aparatem słuchowym, ucho z aparatem słuchowym: karnacja ciemna
👃	ciało, nos
👃🏻	ciało, karnacja jasna, nos, nos: karnacja jasna
👃🏼	ciało, karnacja średnio jasna, nos, nos: karnacja średnio jasna
👃🏽	ciało, karnacja średnia, nos, nos: karnacja średnia
👃🏾	ciało, karnacja średnio ciemna, nos, nos: karnacja średnio ciemna
👃🏿	ciało, karnacja ciemna, nos, nos: karnacja ciemna
🧠	inteligentny, mózg
🦷	dentysta, ząb
🦴	kość, szkielet
👀	oczy, oko, twarz
👁️	ciało, oko
👅	ciało, język
👄	ciało, usta, wargi
👶	dziecko, niemowlę
👶🏻	dziecko, karnacja jasna, niemowlę, niemowlę: karnacja jasna
👶🏼	dziecko, karnacja średnio jasna, niemowlę, niemowlę: karnacja średnio jasna
👶🏽	dziecko, karnacja średnia, niemowlę, niemowlę: karnacja średnia
👶🏾	dziecko, karnacja średnio ciemna, niemowlę, niemowlę: karnacja średnio ciemna
👶🏿	dziecko, karnacja ciemna, niemowlę, niemowlę: karnacja ciemna
🧒	dziecko, młody, płeć neutralna
🧒🏻	dziecko, dziecko: karnacja jasna, karnacja jasna, młody, płeć neutralna
🧒🏼	dziecko, dziecko: karnacja średnio jasna, karnacja średnio jasna, młody, płeć neutralna
🧒🏽	dziecko, dziecko: karnacja średnia, karnacja średnia, młody, płeć neutralna
🧒🏾	dziecko, dziecko: karnacja średnio ciemna, karnacja średnio ciemna, młody, płeć neutralna
🧒🏿	dziecko, dziecko: karnacja ciemna, karnacja ciemna, młody, płeć neutralna
👦	chłopiec
👦🏻	chłopiec, chłopiec: karnacja jasna, karnacja jasna
👦🏼	chłopiec, chłopiec: karnacja średnio jasna, karnacja średnio jasna
👦🏽	chłopiec, chłopiec: karnacja średnia, karnacja średnia
👦🏾	chłopiec, chłopiec: karnacja średnio ciemna, karnacja średnio ciemna
👦🏿	chłopiec, chłopiec: karnacja ciemna, karnacja ciemna
👧	dziewczynka, panna, znak zodiaku
👧🏻	dziewczynka, dziewczynka: karnacja jasna, karnacja jasna, panna, znak zodiaku
👧🏼	dziewczynka, dziewczynka: karnacja średnio jasna, karnacja średnio jasna, panna, znak zodiaku
👧🏽	dziewczynka, dziewczynka: karnacja średnia, karnacja średnia, panna, znak zodiaku
👧🏾	dziewczynka, dziewczynka: karnacja średnio ciemna, karnacja średnio ciemna, panna, znak zodiaku
👧🏿	dziewczynka, dziewczynka: karnacja ciemna, karnacja ciemna, panna, znak zodiaku
🧑	dorosły, płeć neutralna
🧑🏻	dorosły, dorosły: karnacja jasna, karnacja jasna, płeć neutralna
🧑🏼	dorosły, dorosły: karnacja średnio jasna, karnacja średnio jasna, płeć neutralna
🧑🏽	dorosły, dorosły: karnacja średnia, karnacja średnia, płeć neutralna
🧑🏾	dorosły, dorosły: karnacja średnio ciemna, karnacja średnio ciemna, płeć neutralna
🧑🏿	dorosły, dorosły: karnacja ciemna, karnacja ciemna, płeć neutralna
👱	blondyn, osoba z włosami blond
👱🏻	blondyn, karnacja jasna, osoba z włosami blond, osoba z włosami blond: karnacja jasna
👱🏼	blondyn, karnacja średnio jasna, osoba z włosami blond, osoba z włosami blond: karnacja średnio jasna
👱🏽	blondyn, karnacja średnia, osoba z włosami blond, osoba z włosami blond: karnacja średnia
👱🏾	blondyn, karnacja średnio ciemna, osoba z włosami blond, osoba z włosami blond: karnacja średnio ciemna
👱🏿	blondyn, karnacja ciemna, osoba z włosami blond, osoba z włosami blond: karnacja ciemna
👨	mężczyzna
👨🏻	karnacja jasna, mężczyzna, mężczyzna: karnacja jasna
👨🏼	karnacja średnio jasna, mężczyzna, mężczyzna: karnacja średnio jasna
👨🏽	karnacja średnia, mężczyzna, mężczyzna: karnacja średnia
👨🏾	karnacja średnio ciemna, mężczyzna, mężczyzna: karnacja średnio ciemna
👨🏿	karnacja ciemna, mężczyzna, mężczyzna: karnacja ciemna
🧔	broda, osoba z brodą
🧔🏻	broda, karnacja jasna, osoba z brodą, osoba z brodą: karnacja jasna
🧔🏼	broda, karnacja średnio jasna, osoba z brodą, osoba z brodą: karnacja średnio jasna
🧔🏽	broda, karnacja średnia, osoba z brodą, osoba z brodą: karnacja średnia
🧔🏾	broda, karnacja średnio ciemna, osoba z brodą, osoba z brodą: karnacja średnio ciemna
🧔🏿	broda, karnacja ciemna, osoba z brodą, osoba z brodą: karnacja ciemna
👱‍♂	blondyn, mężczyzna
👱🏻‍♂	blondyn, blondyn: karnacja jasna, karnacja jasna, mężczyzna
👱🏼‍♂	blondyn, blondyn: karnacja średnio jasna, karnacja średnio jasna, mężczyzna
👱🏽‍♂	blondyn, blondyn: karnacja średnia, karnacja średnia, mężczyzna
👱🏾‍♂	blondyn, blondyn: karnacja średnio ciemna, karnacja średnio ciemna, mężczyzna
👱🏿‍♂	blondyn, blondyn: karnacja ciemna, karnacja ciemna, mężczyzna
👨‍🦰	mężczyzna, mężczyzna: rude włosy, rude włosy
👨🏻‍🦰	karnacja jasna, mężczyzna, mężczyzna: karnacja jasna i rude włosy, rude włosy
👨🏼‍🦰	karnacja średnio jasna, mężczyzna, mężczyzna: karnacja średnio jasna i rude włosy, rude włosy
👨🏽‍🦰	karnacja średnia, mężczyzna, mężczyzna: karnacja średnia i rude włosy, rude włosy
👨🏾‍🦰	karnacja średnio ciemna, mężczyzna, mężczyzna: karnacja średnio ciemna i rude włosy, rude włosy
👨🏿‍🦰	karnacja ciemna, mężczyzna, mężczyzna: karnacja ciemna i rude włosy, rude włosy
👨‍🦱	kręcone włosy, mężczyzna, mężczyzna: kręcone włosy
👨🏻‍🦱	karnacja jasna, kręcone włosy, mężczyzna, mężczyzna: karnacja jasna i kręcone włosy
👨🏼‍🦱	karnacja średnio jasna, kręcone włosy, mężczyzna, mężczyzna: karnacja średnio jasna i kręcone włosy
👨🏽‍🦱	karnacja średnia, kręcone włosy, mężczyzna, mężczyzna: karnacja średnia i kręcone włosy
👨🏾‍🦱	karnacja średnio ciemna, kręcone włosy, mężczyzna, mężczyzna: karnacja średnio ciemna i kręcone włosy
👨🏿‍🦱	karnacja ciemna, kręcone włosy, mężczyzna, mężczyzna: karnacja ciemna i kręcone włosy
👨‍🦳	białe włosy, mężczyzna, mężczyzna: białe włosy
👨🏻‍🦳	białe włosy, karnacja jasna, mężczyzna, mężczyzna: karnacja jasna i białe włosy
👨🏼‍🦳	białe włosy, karnacja średnio jasna, mężczyzna, mężczyzna: karnacja średnio jasna i białe włosy
👨🏽‍🦳	białe włosy, karnacja średnia, mężczyzna, mężczyzna: karnacja średnia i białe włosy
👨🏾‍🦳	białe włosy, karnacja średnio ciemna, mężczyzna, mężczyzna: karnacja średnio ciemna i białe włosy
👨🏿‍🦳	białe włosy, karnacja ciemna, mężczyzna, mężczyzna: karnacja ciemna i białe włosy
👨‍🦲	mężczyzna, mężczyzna: łysy, łysy
👨🏻‍🦲	karnacja jasna, mężczyzna, mężczyzna: karnacja jasna i łysy, łysy
👨🏼‍🦲	karnacja średnio jasna, mężczyzna, mężczyzna: karnacja średnio jasna i łysy, łysy
👨🏽‍🦲	karnacja średnia, mężczyzna, mężczyzna: karnacja średnia i łysy, łysy
👨🏾‍🦲	karnacja średnio ciemna, mężczyzna, mężczyzna: karnacja średnio ciemna i łysy, łysy
👨🏿‍🦲	karnacja ciemna, mężczyzna, mężczyzna: karnacja ciemna i łysy, łysy
👩	kobieta
👩🏻	karnacja jasna, kobieta, kobieta: karnacja jasna
👩🏼	karnacja średnio jasna, kobieta, kobieta: karnacja średnio jasna
👩🏽	karnacja średnia, kobieta, kobieta: karnacja średnia
👩🏾	karnacja średnio ciemna, kobieta, kobieta: karnacja średnio ciemna
👩🏿	karnacja ciemna, kobieta, kobieta: karnacja ciemna
👱‍♀	blondynka, kobieta
👱🏻‍♀	blondynka, blondynka: karnacja jasna, karnacja jasna, kobieta
👱🏼‍♀	blondynka, blondynka: karnacja średnio jasna, karnacja średnio jasna, kobieta
👱🏽‍♀	blondynka, blondynka: karnacja średnia, karnacja średnia, kobieta
👱🏾‍♀	blondynka, blondynka: karnacja średnio ciemna, karnacja średnio ciemna, kobieta
👱🏿‍♀	blondynka, blondynka: karnacja ciemna, karnacja ciemna, kobieta
👩‍🦰	kobieta, kobieta: rude włosy, rude włosy
👩🏻‍🦰	karnacja jasna, kobieta, kobieta: karnacja jasna i rude włosy, rude włosy
👩🏼‍🦰	karnacja średnio jasna, kobieta, kobieta: karnacja średnio jasna i rude włosy, rude włosy
👩🏽‍🦰	karnacja średnia, kobieta, kobieta: karnacja średnia i rude włosy, rude włosy
👩🏾‍🦰	karnacja średnio ciemna, kobieta, kobieta: karnacja średnio ciemna i rude włosy, rude włosy
👩🏿‍🦰	karnacja ciemna, kobieta, kobieta: karnacja ciemna i rude włosy, rude włosy
👩‍🦱	kobieta, kobieta: kręcone włosy, kręcone włosy
👩🏻‍🦱	karnacja jasna, kobieta, kobieta: karnacja jasna i kręcone włosy, kręcone włosy
👩🏼‍🦱	karnacja średnio jasna, kobieta, kobieta: karnacja średnio jasna i kręcone włosy, kręcone włosy
👩🏽‍🦱	karnacja średnia, kobieta, kobieta: karnacja średnia i kręcone włosy, kręcone włosy
👩🏾‍🦱	karnacja średnio ciemna, kobieta, kobieta: karnacja średnio ciemna i kręcone włosy, kręcone włosy
👩🏿‍🦱	karnacja ciemna, kobieta, kobieta: karnacja ciemna i kręcone włosy, kręcone włosy
👩‍🦳	białe włosy, kobieta, kobieta: białe włosy
👩🏻‍🦳	białe włosy, karnacja jasna, kobieta, kobieta: karnacja jasna i białe włosy
👩🏼‍🦳	białe włosy, karnacja średnio jasna, kobieta, kobieta: karnacja średnio jasna i białe włosy
👩🏽‍🦳	białe włosy, karnacja średnia, kobieta, kobieta: karnacja średnia i białe włosy
👩🏾‍🦳	białe włosy, karnacja średnio ciemna, kobieta, kobieta: karnacja średnio ciemna i białe włosy
👩🏿‍🦳	białe włosy, karnacja ciemna, kobieta, kobieta: karnacja ciemna i białe włosy
👩‍🦲	kobieta, kobieta: łysy, łysy
👩🏻‍🦲	karnacja jasna, kobieta, kobieta: karnacja jasna i łysy, łysy
👩🏼‍🦲	karnacja średnio jasna, kobieta, kobieta: karnacja średnio jasna i łysy, łysy
👩🏽‍🦲	karnacja średnia, kobieta, kobieta: karnacja średnia i łysy, łysy
👩🏾‍🦲	karnacja średnio ciemna, kobieta, kobieta: karnacja średnio ciemna i łysy, łysy
👩🏿‍🦲	karnacja ciemna, kobieta, kobieta: karnacja ciemna i łysy, łysy
🧓	płeć neutralna, starszy dorosły, stary
🧓🏻	karnacja jasna, płeć neutralna, starszy dorosły, starszy dorosły: karnacja jasna, stary
🧓🏼	karnacja średnio jasna, płeć neutralna, starszy dorosły, starszy dorosły: karnacja średnio jasna, stary
🧓🏽	karnacja średnia, płeć neutralna, starszy dorosły, starszy dorosły: karnacja średnia, stary
🧓🏾	karnacja średnio ciemna, płeć neutralna, starszy dorosły, starszy dorosły: karnacja średnio ciemna, stary
🧓🏿	karnacja ciemna, płeć neutralna, starszy dorosły, starszy dorosły: karnacja ciemna, stary
👴	starszy mężczyzna, staruszek, starzec
👴🏻	karnacja jasna, starszy mężczyzna, starszy mężczyzna: karnacja jasna, staruszek, starzec
👴🏼	karnacja średnio jasna, starszy mężczyzna, starszy mężczyzna: karnacja średnio jasna, staruszek, starzec
👴🏽	karnacja średnia, starszy mężczyzna, starszy mężczyzna: karnacja średnia, staruszek, starzec
👴🏾	karnacja średnio ciemna, starszy mężczyzna, starszy mężczyzna: karnacja średnio ciemna, staruszek, starzec
👴🏿	karnacja ciemna, starszy mężczyzna, starszy mężczyzna: karnacja ciemna, staruszek, starzec
👵	kobieta, starsza kobieta, staruszka
👵🏻	karnacja jasna, kobieta, starsza kobieta, starsza kobieta: karnacja jasna, staruszka
👵🏼	karnacja średnio jasna, kobieta, starsza kobieta, starsza kobieta: karnacja średnio jasna, staruszka
👵🏽	karnacja średnia, kobieta, starsza kobieta, starsza kobieta: karnacja średnia, staruszka
