😀	irve, laia naeratusega nägu, naeratus, nägu
🙏🏿	aitäh, käed, palve, palveasendis käed, palveasendis käed: tume nahatoon, tume nahatoon, tänan, žest
✍️	keha, kirjutamine, kirjutav käsi, käsi
✍🏻	hele nahatoon, keha, kirjutamine, kirjutav käsi, kirjutav käsi: hele nahatoon, käsi
✍🏼	keha, keskmiselt hele nahatoon, kirjutamine, kirjutav käsi, kirjutav käsi: keskmiselt hele nahatoon, käsi
✍🏽	keha, keskmine nahatoon, kirjutamine, kirjutav käsi, kirjutav käsi: keskmine nahatoon, käsi
✍🏾	keha, keskmiselt tume nahatoon, kirjutamine, kirjutav käsi, kirjutav käsi: keskmiselt tume nahatoon, käsi
✍🏿	keha, kirjutamine, kirjutav käsi, kirjutav käsi: tume nahatoon, käsi, tume nahatoon
💅	hooldus, keha, kosmeetika, küünelakk, küüs, lakk, maniküür
💅🏻	hele nahatoon, hooldus, keha, kosmeetika, küünelakk, küünelakk: hele nahatoon, küüs, lakk, maniküür
💅🏼	hooldus, keha, keskmiselt hele nahatoon, kosmeetika, küünelakk, küünelakk: keskmiselt hele nahatoon, küüs, lakk, maniküür
💅🏽	hooldus, keha, keskmine nahatoon, kosmeetika, küünelakk, küünelakk: keskmine nahatoon, küüs, lakk, maniküür
💅🏾	hooldus, keha, keskmiselt tume nahatoon, kosmeetika, küünelakk, küünelakk: keskmiselt tume nahatoon, küüs, lakk, maniküür
💅🏿	hooldus, keha, kosmeetika, küünelakk, küünelakk: tume nahatoon, küüs, lakk, maniküür, tume nahatoon
🤳	kaamera, selfi, telefon
🤳🏻	hele nahatoon, kaamera, selfi, selfi: hele nahatoon, telefon
🤳🏼	kaamera, keskmiselt hele nahatoon, selfi, selfi: keskmiselt hele nahatoon, telefon
🤳🏽	kaamera, keskmine nahatoon, selfi, selfi: keskmine nahatoon, telefon
🤳🏾	kaamera, keskmiselt tume nahatoon, selfi, selfi: keskmiselt tume nahatoon, telefon
🤳🏿	kaamera, selfi, selfi: tume nahatoon, telefon, tume nahatoon
💪	keha, lihas, muskel, pingutatud biitseps
💪🏻	hele nahatoon, keha, lihas, muskel, pingutatud biitseps, pingutatud biitseps: hele nahatoon
💪🏼	keha, keskmiselt hele nahatoon, lihas, muskel, pingutatud biitseps, pingutatud biitseps: keskmiselt hele nahatoon
💪🏽	keha, keskmine nahatoon, lihas, muskel, pingutatud biitseps, pingutatud biitseps: keskmine nahatoon
💪🏾	keha, keskmiselt tume nahatoon, lihas, muskel, pingutatud biitseps, pingutatud biitseps: keskmiselt tume nahatoon
💪🏿	keha, lihas, muskel, pingutatud biitseps, pingutatud biitseps: tume nahatoon, tume nahatoon
🦾	ligipääs, mehaaniline käsi, protees
🦿	ligipääs, mehaaniline jalg, protees
🦵	jalalöök, jalg, jäse
🦵🏻	hele nahatoon, jalalöök, jalg, jalg: hele nahatoon, jäse
🦵🏼	jalalöök, jalg, jalg: keskmiselt hele nahatoon, jäse, keskmiselt hele nahatoon
🦵🏽	jalalöök, jalg, jalg: keskmine nahatoon, jäse, keskmine nahatoon
🦵🏾	jalalöök, jalg, jalg: keskmiselt tume nahatoon, jäse, keskmiselt tume nahatoon
🦵🏿	jalalöök, jalg, jalg: tume nahatoon, jäse, tume nahatoon
🦶	jalalaba, jalalöök, trampimine
🦶🏻	hele nahatoon, jalalaba, jalalaba: hele nahatoon, jalalöök, trampimine
🦶🏼	jalalaba, jalalaba: keskmiselt hele nahatoon, jalalöök, keskmiselt hele nahatoon, trampimine
🦶🏽	jalalaba, jalalaba: keskmine nahatoon, jalalöök, keskmine nahatoon, trampimine
🦶🏾	jalalaba, jalalaba: keskmiselt tume nahatoon, jalalöök, keskmiselt tume nahatoon, trampimine
🦶🏿	jalalaba, jalalaba: tume nahatoon, jalalöök, trampimine, tume nahatoon
👂️	keha, kõrv
👂🏻	hele nahatoon, keha, kõrv, kõrv: hele nahatoon
👂🏼	keha, keskmiselt hele nahatoon, kõrv, kõrv: keskmiselt hele nahatoon
👂🏽	keha, keskmine nahatoon, kõrv, kõrv: keskmine nahatoon
👂🏾	keha, keskmiselt tume nahatoon, kõrv, kõrv: keskmiselt tume nahatoon
👂🏿	keha, kõrv, kõrv: tume nahatoon, tume nahatoon
🦻	juurdepääs, kuuldeaparaadiga kõrv, kuulmispuue
🦻🏻	hele nahatoon, juurdepääs, kuuldeaparaadiga kõrv, kuuldeaparaadiga kõrv: hele nahatoon, kuulmispuue
🦻🏼	juurdepääs, keskmiselt hele nahatoon, kuuldeaparaadiga kõrv, kuuldeaparaadiga kõrv: keskmiselt hele nahatoon, kuulmispuue
🦻🏽	juurdepääs, keskmine nahatoon, kuuldeaparaadiga kõrv, kuuldeaparaadiga kõrv: keskmine nahatoon, kuulmispuue
🦻🏾	juurdepääs, keskmiselt tume nahatoon, kuuldeaparaadiga kõrv, kuuldeaparaadiga kõrv: keskmiselt tume nahatoon, kuulmispuue
🦻🏿	juurdepääs, kuuldeaparaadiga kõrv, kuuldeaparaadiga kõrv: tume nahatoon, kuulmispuue, tume nahatoon
👃	keha, nina
👃🏻	hele nahatoon, keha, nina, nina: hele nahatoon
👃🏼	keha, keskmiselt hele nahatoon, nina, nina: keskmiselt hele nahatoon
👃🏽	keha, keskmine nahatoon, nina, nina: keskmine nahatoon
👃🏾	keha, keskmiselt tume nahatoon, nina, nina: keskmiselt tume nahatoon
👃🏿	keha, nina, nina: tume nahatoon, tume nahatoon
🧠	aju, intelligentne
🦷	hambaarst, hammas
🦴	kont, luustik
👀	keha, nägu, silm, silmad
👁️	keha, silm
👅	keel, keha
👄	huuled, suu
👶	beebi, imik, tita, titt
👶🏻	beebi, beebi: hele nahatoon, hele nahatoon, imik, tita, titt
👶🏼	beebi, beebi: keskmiselt hele nahatoon, imik, keskmiselt hele nahatoon, tita, titt
👶🏽	beebi, beebi: keskmine nahatoon, imik, keskmine nahatoon, tita, titt
👶🏾	beebi, beebi: keskmiselt tume nahatoon, imik, keskmiselt tume nahatoon, tita, titt
👶🏿	beebi, beebi: tume nahatoon, imik, tita, titt, tume nahatoon
🧒	laps, noor, sooliselt neutraalne
🧒🏻	hele nahatoon, laps, laps: hele nahatoon, noor, sooliselt neutraalne
🧒🏼	keskmiselt hele nahatoon, laps, laps: keskmiselt hele nahatoon, noor, sooliselt neutraalne
🧒🏽	keskmine nahatoon, laps, laps: keskmine nahatoon, noor, sooliselt neutraalne
🧒🏾	keskmiselt tume nahatoon, laps, laps: keskmiselt tume nahatoon, noor, sooliselt neutraalne
🧒🏿	laps, laps: tume nahatoon, noor, sooliselt neutraalne, tume nahatoon
👦	noormees, poiss
👦🏻	hele nahatoon, noormees, poiss, poiss: hele nahatoon
👦🏼	keskmiselt hele nahatoon, noormees, poiss, poiss: keskmiselt hele nahatoon
👦🏽	keskmine nahatoon, noormees, poiss, poiss: keskmine nahatoon
👦🏾	keskmiselt tume nahatoon, noormees, poiss, poiss: keskmiselt tume nahatoon
👦🏿	noormees, poiss, poiss: tume nahatoon, tume nahatoon
👧	neiu, plika, tüdruk
👧🏻	hele nahatoon, neiu, plika, tüdruk, tüdruk: hele nahatoon
👧🏼	keskmiselt hele nahatoon, neiu, plika, tüdruk, tüdruk: keskmiselt hele nahatoon
👧🏽	keskmine nahatoon, neiu, plika, tüdruk, tüdruk: keskmine nahatoon
👧🏾	keskmiselt tume nahatoon, neiu, plika, tüdruk, tüdruk: keskmiselt tume nahatoon
👧🏿	neiu, plika, tume nahatoon, tüdruk, tüdruk: tume nahatoon
🧑	sooliselt neutraalne, täiskasvanu
🧑🏻	hele nahatoon, sooliselt neutraalne, täiskasvanu, täiskasvanu: hele nahatoon
🧑🏼	keskmiselt hele nahatoon, sooliselt neutraalne, täiskasvanu, täiskasvanu: keskmiselt hele nahatoon
🧑🏽	keskmine nahatoon, sooliselt neutraalne, täiskasvanu, täiskasvanu: keskmine nahatoon
🧑🏾	keskmiselt tume nahatoon, sooliselt neutraalne, täiskasvanu, täiskasvanu: keskmiselt tume nahatoon
🧑🏿	sooliselt neutraalne, tume nahatoon, täiskasvanu, täiskasvanu: tume nahatoon
👱	blond, blondide juustega inimene, blondiin
👱🏻	blond, blondide juustega inimene, blondide juustega inimene: hele nahatoon, blondiin, hele nahatoon
👱🏼	blond, blondide juustega inimene, blondide juustega inimene: keskmiselt hele nahatoon, blondiin, keskmiselt hele nahatoon
👱🏽	blond, blondide juustega inimene, blondide juustega inimene: keskmine nahatoon, blondiin, keskmine nahatoon
👱🏾	blond, blondide juustega inimene, blondide juustega inimene: keskmiselt tume nahatoon, blondiin, keskmiselt tume nahatoon
👱🏿	blond, blondide juustega inimene, blondide juustega inimene: tume nahatoon, blondiin, tume nahatoon
👨	mees
👨🏻	hele nahatoon, mees, mees: hele nahatoon
👨🏼	keskmiselt hele nahatoon, mees, mees: keskmiselt hele nahatoon
👨🏽	keskmine nahatoon, mees, mees: keskmine nahatoon
👨🏾	keskmiselt tume nahatoon, mees, mees: keskmiselt tume nahatoon
👨🏿	mees, mees: tume nahatoon, tume nahatoon
🧔	habe, habemega isik
🧔🏻	habe, habemega isik, habemega isik: hele nahatoon, hele nahatoon
🧔🏼	habe, habemega isik, habemega isik: keskmiselt hele nahatoon, keskmiselt hele nahatoon
🧔🏽	habe, habemega isik, habemega isik: keskmine nahatoon, keskmine nahatoon
🧔🏾	habe, habemega isik, habemega isik: keskmiselt tume nahatoon, keskmiselt tume nahatoon
🧔🏿	habe, habemega isik, habemega isik: tume nahatoon, tume nahatoon
👱‍♂	blond, blond mees, blondiin, mees
👱🏻‍♂	blond, blond mees: hele nahatoon, blondiin, hele nahatoon, mees
👱🏼‍♂	blond, blond mees: keskmiselt hele nahatoon, blondiin, keskmiselt hele nahatoon, mees
👱🏽‍♂	blond, blond mees: keskmine nahatoon, blondiin, keskmine nahatoon, mees
👱🏾‍♂	blond, blond mees: keskmiselt tume nahatoon, blondiin, keskmiselt tume nahatoon, mees
👱🏿‍♂	blond, blond mees: tume nahatoon, blondiin, mees, tume nahatoon
👨‍🦰	mees, mees: punased juuksed, punased juuksed
👨🏻‍🦰	hele nahatoon, mees, mees: hele nahatoon, punased juuksed, punased juuksed
👨🏼‍🦰	keskmiselt hele nahatoon, mees, mees: keskmiselt hele nahatoon, punased juuksed, punased juuksed
👨🏽‍🦰	keskmine nahatoon, mees, mees: keskmine nahatoon, punased juuksed, punased juuksed
👨🏾‍🦰	keskmiselt tume nahatoon, mees, mees: keskmiselt tume nahatoon, punased juuksed, punased juuksed
👨🏿‍🦰	mees, mees: tume nahatoon, punased juuksed, punased juuksed, tume nahatoon
👨‍🦱	lokkis juuksed, mees, mees: lokkis juuksed
👨🏻‍🦱	hele nahatoon, lokkis juuksed, mees, mees: hele nahatoon, lokkis juuksed
👨🏼‍🦱	keskmiselt hele nahatoon, lokkis juuksed, mees, mees: keskmiselt hele nahatoon, lokkis juuksed
👨🏽‍🦱	keskmine nahatoon, lokkis juuksed, mees, mees: keskmine nahatoon, lokkis juuksed
👨🏾‍🦱	keskmiselt tume nahatoon, lokkis juuksed, mees, mees: keskmiselt tume nahatoon, lokkis juuksed
👨🏿‍🦱	lokkis juuksed, mees, mees: tume nahatoon, lokkis juuksed, tume nahatoon
👨‍🦳	heledad juuksed, mees, mees: heledad juuksed
👨🏻‍🦳	hele nahatoon, heledad juuksed, mees, mees: hele nahatoon, heledad juuksed
👨🏼‍🦳	heledad juuksed, keskmiselt hele nahatoon, mees, mees: keskmiselt hele nahatoon, heledad juuksed
👨🏽‍🦳	heledad juuksed, keskmine nahatoon, mees, mees: keskmine nahatoon, heledad juuksed
👨🏾‍🦳	heledad juuksed, keskmiselt tume nahatoon, mees, mees: keskmiselt tume nahatoon, heledad juuksed
👨🏿‍🦳	heledad juuksed, mees, mees: tume nahatoon, heledad juuksed, tume nahatoon
👨‍🦲	kiilaspea, mees, mees: kiilaspea
👨🏻‍🦲	hele nahatoon, kiilaspea, mees, mees: hele nahatoon, kiilaspea
👨🏼‍🦲	keskmiselt hele nahatoon, kiilaspea, mees, mees: keskmiselt hele nahatoon, kiilaspea
👨🏽‍🦲	keskmine nahatoon, kiilaspea, mees, mees: keskmine nahatoon, kiilaspea
👨🏾‍🦲	keskmiselt tume nahatoon, kiilaspea, mees, mees: keskmiselt tume nahatoon, kiilaspea
👨🏿‍🦲	kiilaspea, mees, mees: tume nahatoon, kiilaspea, tume nahatoon
👩	naine
👩🏻	hele nahatoon, naine, naine: hele nahatoon
👩🏼	keskmiselt hele nahatoon, naine, naine: keskmiselt hele nahatoon
👩🏽	keskmine nahatoon, naine, naine: keskmine nahatoon
👩🏾	keskmiselt tume nahatoon, naine, naine: keskmiselt tume nahatoon
👩🏿	naine, naine: tume nahatoon, tume nahatoon
👱‍♀	blond, blond naine, blondiin, naine
👱🏻‍♀	blond, blond naine: hele nahatoon, blondiin, hele nahatoon, naine
👱🏼‍♀	blond, blond naine: keskmiselt hele nahatoon, blondiin, keskmiselt hele nahatoon, naine
👱🏽‍♀	blond, blond naine: keskmine nahatoon, blondiin, keskmine nahatoon, naine
👱🏾‍♀	blond, blond naine: keskmiselt tume nahatoon, blondiin, keskmiselt tume nahatoon, naine
👱🏿‍♀	blond, blond naine: tume nahatoon, blondiin, naine, tume nahatoon
👩‍🦰	naine, naine: punased juuksed, punased juuksed
👩🏻‍🦰	hele nahatoon, naine, naine: hele nahatoon, punased juuksed, punased juuksed
👩🏼‍🦰	keskmiselt hele nahatoon, naine, naine: keskmiselt hele nahatoon, punased juuksed, punased juuksed
👩🏽‍🦰	keskmine nahatoon, naine, naine: keskmine nahatoon, punased juuksed, punased juuksed
👩🏾‍🦰	keskmiselt tume nahatoon, naine, naine: keskmiselt tume nahatoon, punased juuksed, punased juuksed
👩🏿‍🦰	naine, naine: tume nahatoon, punased juuksed, punased juuksed, tume nahatoon
👩‍🦱	lokkis juuksed, naine, naine: lokkis juuksed
👩🏻‍🦱	hele nahatoon, lokkis juuksed, naine, naine: hele nahatoon, lokkis juuksed
👩🏼‍🦱	keskmiselt hele nahatoon, lokkis juuksed, naine, naine: keskmiselt hele nahatoon, lokkis juuksed
👩🏽‍🦱	keskmine nahatoon, lokkis juuksed, naine, naine: keskmine nahatoon, lokkis juuksed
👩🏾‍🦱	keskmiselt tume nahatoon, lokkis juuksed, naine, naine: keskmiselt tume nahatoon, lokkis juuksed
👩🏿‍🦱	lokkis juuksed, naine, naine: tume nahatoon, lokkis juuksed, tume nahatoon
👩‍🦳	heledad juuksed, naine, naine: heledad juuksed
👩🏻‍🦳	hele nahatoon, heledad juuksed, naine, naine: hele nahatoon, heledad juuksed
👩🏼‍🦳	heledad juuksed, keskmiselt hele nahatoon, naine, naine: keskmiselt hele nahatoon, heledad juuksed
👩🏽‍🦳	heledad juuksed, keskmine nahatoon, naine, naine: keskmine nahatoon, heledad juuksed
👩🏾‍🦳	heledad juuksed, keskmiselt tume nahatoon, naine, naine: keskmiselt tume nahatoon, heledad juuksed
👩🏿‍🦳	heledad juuksed, naine, naine: tume nahatoon, heledad juuksed, tume nahatoon
👩‍🦲	kiilaspea, naine, naine: kiilaspea
👩🏻‍🦲	hele nahatoon, kiilaspea, naine, naine: hele nahatoon, kiilaspea
👩🏼‍🦲	keskmiselt hele nahatoon, kiilaspea, naine, naine: keskmiselt hele nahatoon, kiilaspea
👩🏽‍🦲	keskmine nahatoon, kiilaspea, naine, naine: keskmine nahatoon, kiilaspea
👩🏾‍🦲	keskmiselt tume nahatoon, kiilaspea, naine, naine: keskmiselt tume nahatoon, kiilaspea
👩🏿‍🦲	kiilaspea, naine, naine: tume nahatoon, kiilaspea, tume nahatoon
🧓	eakas, sooliselt neutraalne, vana
🧓🏻	eakas, eakas: hele nahatoon, hele nahatoon, sooliselt neutraalne, vana
🧓🏼	eakas, eakas: keskmiselt hele nahatoon, keskmiselt hele nahatoon, sooliselt neutraalne, vana
🧓🏽	eakas, eakas: keskmine nahatoon, keskmine nahatoon, sooliselt neutraalne, vana
🧓🏾	eakas, eakas: keskmiselt tume nahatoon, keskmiselt tume nahatoon, sooliselt neutraalne, vana
🧓🏿	eakas, eakas: tume nahatoon, sooliselt neutraalne, tume nahatoon, vana
👴	eakas mees, mees, vana
👴🏻	eakas mees, eakas mees: hele nahatoon, hele nahatoon, mees, vana
👴🏼	eakas mees, eakas mees: keskmiselt hele nahatoon, keskmiselt hele nahatoon, mees, vana
👴🏽	eakas mees, eakas mees: keskmine nahatoon, keskmine nahatoon, mees, vana
👴🏾	eakas mees, eakas mees: keskmiselt tume nahatoon, keskmiselt tume nahatoon, mees, vana
👴🏿	eakas mees, eakas mees: tume nahatoon, mees, tume nahatoon, vana
👵	eakas naine, naine, vana
👵🏻	eakas naine, eakas naine: hele nahatoon, hele nahatoon, naine, vana
👵🏼	eakas naine, eakas naine: keskmiselt hele nahatoon, keskmiselt hele nahatoon, naine, vana
👵🏽	eakas naine, eakas naine: keskmine nahatoon, keskmine nahatoon, naine, vana
👵🏾	eakas naine, eakas naine: keskmiselt tume nahatoon, keskmiselt tume nahatoon, naine, vana
👵🏿	eakas naine, eakas naine: tume nahatoon, naine, tume nahatoon, vana
🙍	ilme, kulmu kortsutav inimene, kulmukortsutus
🙍🏻	hele nahatoon, ilme, kulmu kortsutav inimene, kulmu kortsutav inimene: hele nahatoon, kulmukortsutus
🙍🏼	ilme, keskmiselt hele nahatoon, kulmu kortsutav inimene, kulmu kortsutav inimene: keskmiselt hele nahatoon, kulmukortsutus
🙍🏽	ilme, keskmine nahatoon, kulmu kortsutav inimene, kulmu kortsutav inimene: keskmine nahatoon, kulmukortsutus
🙍🏾	ilme, keskmiselt tume nahatoon, kulmu kortsutav inimene, kulmu kortsutav inimene: keskmiselt tume nahatoon, kulmukortsutus
🙍🏿	ilme, kulmu kortsutav inimene, kulmu kortsutav inimene: tume nahatoon, kulmukortsutus, tume nahatoon
🙍‍♂	ilme, kulmu kortsutav mees, kulmukortsutus, mees
🙍🏻‍♂	hele nahatoon, ilme, kulmu kortsutav mees, kulmu kortsutav mees: hele nahatoon, kulmukortsutus, mees
🙍🏼‍♂	ilme, keskmiselt hele nahatoon, kulmu kortsutav mees, kulmu kortsutav mees: keskmiselt hele nahatoon, kulmukortsutus, mees
🙍🏽‍♂	ilme, keskmine nahatoon, kulmu kortsutav mees, kulmu kortsutav mees: keskmine nahatoon, kulmukortsutus, mees
🙍🏾‍♂	ilme, keskmiselt tume nahatoon, kulmu kortsutav mees, kulmu kortsutav mees: keskmiselt tume nahatoon, kulmukortsutus, mees
🙍🏿‍♂	ilme, kulmu kortsutav mees, kulmu kortsutav mees: tume nahatoon, kulmukortsutus, mees, tume nahatoon
🙍‍♀	ilme, kulmu kortsutav naine, kulmukortsutus, naine
🙍🏻‍♀	hele nahatoon, ilme, kulmu kortsutav naine, kulmu kortsutav naine: hele nahatoon, kulmukortsutus, naine
🙍🏼‍♀	ilme, keskmiselt hele nahatoon, kulmu kortsutav naine, kulmu kortsutav naine: keskmiselt hele nahatoon, kulmukortsutus, naine
🙍🏽‍♀	ilme, keskmine nahatoon, kulmu kortsutav naine, kulmu kortsutav naine: keskmine nahatoon, kulmukortsutus, naine
🙍🏾‍♀	ilme, keskmiselt tume nahatoon, kulmu kortsutav naine, kulmu kortsutav naine: keskmiselt tume nahatoon, kulmukortsutus, naine
🙍🏿‍♀	ilme, kulmu kortsutav naine, kulmu kortsutav naine: tume nahatoon, kulmukortsutus, naine, tume nahatoon
🙎	ilme, mossis, mossitav, mossitav inimene
🙎🏻	hele nahatoon, ilme, mossis, mossitav, mossitav inimene, mossitav inimene: hele nahatoon
🙎🏼	ilme, keskmiselt hele nahatoon, mossis, mossitav, mossitav inimene, mossitav inimene: keskmiselt hele nahatoon
🙎🏽	ilme, keskmine nahatoon, mossis, mossitav, mossitav inimene, mossitav inimene: keskmine nahatoon
🙎🏾	ilme, keskmiselt tume nahatoon, mossis, mossitav, mossitav inimene, mossitav inimene: keskmiselt tume nahatoon
🙎🏿	ilme, mossis, mossitav, mossitav inimene, mossitav inimene: tume nahatoon, tume nahatoon
🙎‍♂	ilme, mees, mossis, mossitav, mossitav mees
🙎🏻‍♂	hele nahatoon, ilme, mees, mossis, mossitav, mossitav mees: hele nahatoon
🙎🏼‍♂	ilme, keskmiselt hele nahatoon, mees, mossis, mossitav, mossitav mees: keskmiselt hele nahatoon
🙎🏽‍♂	ilme, keskmine nahatoon, mees, mossis, mossitav, mossitav mees: keskmine nahatoon
🙎🏾‍♂	ilme, keskmiselt tume nahatoon, mees, mossis, mossitav, mossitav mees: keskmiselt tume nahatoon
🙎🏿‍♂	ilme, mees, mossis, mossitav, mossitav mees: tume nahatoon, tume nahatoon
🙎‍♀	ilme, mossis, mossitav, mossitav naine, naine
🙎🏻‍♀	hele nahatoon, ilme, mossis, mossitav, mossitav naine: hele nahatoon, naine
