😀	mặt, mặt cười toét, toe toét
🙌🏽	cử chỉ, hai bàn tay giơ lên, hai bàn tay giơ lên: màu da trung bình, hoan hô, lễ kỷ niệm, màu da trung bình, nâng lên, tay
🙌🏾	cử chỉ, hai bàn tay giơ lên, hai bàn tay giơ lên: màu da tối trung bình, hoan hô, lễ kỷ niệm, màu da tối trung bình, nâng lên, tay
🙌🏿	cử chỉ, hai bàn tay giơ lên, hai bàn tay giơ lên: màu da tối, hoan hô, lễ kỷ niệm, màu da tối, nâng lên, tay
👐	hai bàn tay đang xòe, mở ra, tay
👐🏻	hai bàn tay đang xòe, hai bàn tay đang xòe: màu da sáng, màu da sáng, mở ra, tay
👐🏼	hai bàn tay đang xòe, hai bàn tay đang xòe: màu da sáng trung bình, màu da sáng trung bình, mở ra, tay
👐🏽	hai bàn tay đang xòe, hai bàn tay đang xòe: màu da trung bình, màu da trung bình, mở ra, tay
👐🏾	hai bàn tay đang xòe, hai bàn tay đang xòe: màu da tối trung bình, màu da tối trung bình, mở ra, tay
👐🏿	hai bàn tay đang xòe, hai bàn tay đang xòe: màu da tối, màu da tối, mở ra, tay
🤲	hai bàn tay chạm vào nhau, lời cầu nguyện
🤲🏻	hai bàn tay chạm vào nhau, hai bàn tay chạm vào nhau: màu da sáng, lời cầu nguyện, màu da sáng
🤲🏼	hai bàn tay chạm vào nhau, hai bàn tay chạm vào nhau: màu da sáng trung bình, lời cầu nguyện, màu da sáng trung bình
🤲🏽	hai bàn tay chạm vào nhau, hai bàn tay chạm vào nhau: màu da trung bình, lời cầu nguyện, màu da trung bình
🤲🏾	hai bàn tay chạm vào nhau, hai bàn tay chạm vào nhau: màu da tối trung bình, lời cầu nguyện, màu da tối trung bình
🤲🏿	hai bàn tay chạm vào nhau, hai bàn tay chạm vào nhau: màu da tối, lời cầu nguyện, màu da tối
🤝	bắt tay, gặp mặt, rung, tay, đồng ý
🙏	chắp tay, cảm ơn, cầu nguyện, hỏi, làm ơn, tay
🙏🏻	chắp tay, chắp tay: màu da sáng, cảm ơn, cầu nguyện, hỏi, làm ơn, màu da sáng, tay
🙏🏼	chắp tay, chắp tay: màu da sáng trung bình, cảm ơn, cầu nguyện, hỏi, làm ơn, màu da sáng trung bình, tay
🙏🏽	chắp tay, chắp tay: màu da trung bình, cảm ơn, cầu nguyện, hỏi, làm ơn, màu da trung bình, tay
🙏🏾	chắp tay, chắp tay: màu da tối trung bình, cảm ơn, cầu nguyện, hỏi, làm ơn, màu da tối trung bình, tay
🙏🏿	chắp tay, chắp tay: màu da tối, cảm ơn, cầu nguyện, hỏi, làm ơn, màu da tối, tay
✍️	bàn tay đang viết, tay, viết
✍🏻	bàn tay đang viết, bàn tay đang viết: màu da sáng, màu da sáng, tay, viết
✍🏼	bàn tay đang viết, bàn tay đang viết: màu da sáng trung bình, màu da sáng trung bình, tay, viết
✍🏽	bàn tay đang viết, bàn tay đang viết: màu da trung bình, màu da trung bình, tay, viết
✍🏾	bàn tay đang viết, bàn tay đang viết: màu da tối trung bình, màu da tối trung bình, tay, viết
✍🏿	bàn tay đang viết, bàn tay đang viết: màu da tối, màu da tối, tay, viết
💅	chăm sóc, làm móng tay, móng tay, mỹ phẩm, sơn móng tay, đánh bóng
💅🏻	chăm sóc, làm móng tay, màu da sáng, móng tay, mỹ phẩm, sơn móng tay, sơn móng tay: màu da sáng, đánh bóng
💅🏼	chăm sóc, làm móng tay, màu da sáng trung bình, móng tay, mỹ phẩm, sơn móng tay, sơn móng tay: màu da sáng trung bình, đánh bóng
💅🏽	chăm sóc, làm móng tay, màu da trung bình, móng tay, mỹ phẩm, sơn móng tay, sơn móng tay: màu da trung bình, đánh bóng
💅🏾	chăm sóc, làm móng tay, màu da tối trung bình, móng tay, mỹ phẩm, sơn móng tay, sơn móng tay: màu da tối trung bình, đánh bóng
💅🏿	chăm sóc, làm móng tay, màu da tối, móng tay, mỹ phẩm, sơn móng tay, sơn móng tay: màu da tối, đánh bóng
🤳	máy ảnh, tự sướng, điện thoại
🤳🏻	màu da sáng, máy ảnh, tự sướng, tự sướng: màu da sáng, điện thoại
🤳🏼	màu da sáng trung bình, máy ảnh, tự sướng, tự sướng: màu da sáng trung bình, điện thoại
🤳🏽	màu da trung bình, máy ảnh, tự sướng, tự sướng: màu da trung bình, điện thoại
🤳🏾	màu da tối trung bình, máy ảnh, tự sướng, tự sướng: màu da tối trung bình, điện thoại
🤳🏿	màu da tối, máy ảnh, tự sướng, tự sướng: màu da tối, điện thoại
💪	bắp tay, bắp tay gập lại, cơ bắp, gập lại, hài hước
💪🏻	bắp tay, bắp tay gập lại, bắp tay gập lại: màu da sáng, cơ bắp, gập lại, hài hước, màu da sáng
💪🏼	bắp tay, bắp tay gập lại, bắp tay gập lại: màu da sáng trung bình, cơ bắp, gập lại, hài hước, màu da sáng trung bình
💪🏽	bắp tay, bắp tay gập lại, bắp tay gập lại: màu da trung bình, cơ bắp, gập lại, hài hước, màu da trung bình
💪🏾	bắp tay, bắp tay gập lại, bắp tay gập lại: màu da tối trung bình, cơ bắp, gập lại, hài hước, màu da tối trung bình
💪🏿	bắp tay, bắp tay gập lại, bắp tay gập lại: màu da tối, cơ bắp, gập lại, hài hước, màu da tối
🦾	cánh tay giả, giả, hỗ trợ, hỗ trợ tiếp cận
🦿	chân giả, giả, hỗ trợ, hỗ trợ tiếp cận
🦵	Chân, chân, chân tay, đá
🦵🏻	Chân, Chân: màu da sáng, chân, chân tay, màu da sáng, đá
🦵🏼	Chân, Chân: màu da sáng trung bình, chân, chân tay, màu da sáng trung bình, đá
🦵🏽	Chân, Chân: màu da trung bình, chân, chân tay, màu da trung bình, đá
🦵🏾	Chân, Chân: màu da tối trung bình, chân, chân tay, màu da tối trung bình, đá
🦵🏿	Chân, Chân: màu da tối, chân, chân tay, màu da tối, đá
🦶	bàn chân, dậm mạnh, đá
🦶🏻	bàn chân, bàn chân: màu da sáng, dậm mạnh, màu da sáng, đá
🦶🏼	bàn chân, bàn chân: màu da sáng trung bình, dậm mạnh, màu da sáng trung bình, đá
🦶🏽	bàn chân, bàn chân: màu da trung bình, dậm mạnh, màu da trung bình, đá
🦶🏾	bàn chân, bàn chân: màu da tối trung bình, dậm mạnh, màu da tối trung bình, đá
🦶🏿	bàn chân, bàn chân: màu da tối, dậm mạnh, màu da tối, đá
👂️	cơ thể, tai
👂🏻	cơ thể, màu da sáng, tai, tai: màu da sáng
👂🏼	cơ thể, màu da sáng trung bình, tai, tai: màu da sáng trung bình
👂🏽	cơ thể, màu da trung bình, tai, tai: màu da trung bình
👂🏾	cơ thể, màu da tối trung bình, tai, tai: màu da tối trung bình
👂🏿	cơ thể, màu da tối, tai, tai: màu da tối
🦻	hỗ trợ, hỗ trợ tiếp cận, nặng tai, tai đeo thiết bị trợ thính
🦻🏻	hỗ trợ, hỗ trợ tiếp cận, màu da sáng, nặng tai, tai đeo thiết bị trợ thính, tai đeo thiết bị trợ thính: màu da sáng
🦻🏼	hỗ trợ, hỗ trợ tiếp cận, màu da sáng trung bình, nặng tai, tai đeo thiết bị trợ thính, tai đeo thiết bị trợ thính: màu da sáng trung bình
🦻🏽	hỗ trợ, hỗ trợ tiếp cận, màu da trung bình, nặng tai, tai đeo thiết bị trợ thính, tai đeo thiết bị trợ thính: màu da trung bình
🦻🏾	hỗ trợ, hỗ trợ tiếp cận, màu da tối trung bình, nặng tai, tai đeo thiết bị trợ thính, tai đeo thiết bị trợ thính: màu da tối trung bình
🦻🏿	hỗ trợ, hỗ trợ tiếp cận, màu da tối, nặng tai, tai đeo thiết bị trợ thính, tai đeo thiết bị trợ thính: màu da tối
👃	cơ thể, mũi
👃🏻	cơ thể, màu da sáng, mũi, mũi: màu da sáng
👃🏼	cơ thể, màu da sáng trung bình, mũi, mũi: màu da sáng trung bình
👃🏽	cơ thể, màu da trung bình, mũi, mũi: màu da trung bình
👃🏾	cơ thể, màu da tối trung bình, mũi, mũi: màu da tối trung bình
👃🏿	cơ thể, màu da tối, mũi, mũi: màu da tối
🧠	não, thông minh
🦷	nha sĩ, răng
🦴	bộ xương, xương
👀	mắt, mặt, đôi mắt
👁️	cơ thể, mắt
👅	cơ thể, lưỡi
👄	miệng, môi
👶	trẻ con, trẻ em
👶🏻	màu da sáng, trẻ con, trẻ con: màu da sáng, trẻ em
👶🏼	màu da sáng trung bình, trẻ con, trẻ con: màu da sáng trung bình, trẻ em
👶🏽	màu da trung bình, trẻ con, trẻ con: màu da trung bình, trẻ em
👶🏾	màu da tối trung bình, trẻ con, trẻ con: màu da tối trung bình, trẻ em
👶🏿	màu da tối, trẻ con, trẻ con: màu da tối, trẻ em
🧒	giới tính chung, giới tính không xác định, trẻ, trẻ em
🧒🏻	giới tính chung, giới tính không xác định, màu da sáng, trẻ, trẻ em, trẻ em: màu da sáng
🧒🏼	giới tính chung, giới tính không xác định, màu da sáng trung bình, trẻ, trẻ em, trẻ em: màu da sáng trung bình
🧒🏽	giới tính chung, giới tính không xác định, màu da trung bình, trẻ, trẻ em, trẻ em: màu da trung bình
🧒🏾	giới tính chung, giới tính không xác định, màu da tối trung bình, trẻ, trẻ em, trẻ em: màu da tối trung bình
🧒🏿	giới tính chung, giới tính không xác định, màu da tối, trẻ, trẻ em, trẻ em: màu da tối
👦	con trai, cậu bé
👦🏻	con trai, con trai: màu da sáng, cậu bé, màu da sáng
👦🏼	con trai, con trai: màu da sáng trung bình, cậu bé, màu da sáng trung bình
👦🏽	con trai, con trai: màu da trung bình, cậu bé, màu da trung bình
👦🏾	con trai, con trai: màu da tối trung bình, cậu bé, màu da tối trung bình
👦🏿	con trai, con trai: màu da tối, cậu bé, màu da tối
👧	Xử Nữ, con gái, cung hoàng đạo, cô gái, trẻ
👧🏻	Xử Nữ, con gái, con gái: màu da sáng, cung hoàng đạo, cô gái, màu da sáng, trẻ
👧🏼	Xử Nữ, con gái, con gái: màu da sáng trung bình, cung hoàng đạo, cô gái, màu da sáng trung bình, trẻ
👧🏽	Xử Nữ, con gái, con gái: màu da trung bình, cung hoàng đạo, cô gái, màu da trung bình, trẻ
👧🏾	Xử Nữ, con gái, con gái: màu da tối trung bình, cung hoàng đạo, cô gái, màu da tối trung bình, trẻ
👧🏿	Xử Nữ, con gái, con gái: màu da tối, cung hoàng đạo, cô gái, màu da tối, trẻ
🧑	giới tính chung, giới tính không xác định, người, người lớn
🧑🏻	giới tính chung, giới tính không xác định, màu da sáng, người, người lớn, người: màu da sáng
🧑🏼	giới tính chung, giới tính không xác định, màu da sáng trung bình, người, người lớn, người: màu da sáng trung bình
🧑🏽	giới tính chung, giới tính không xác định, màu da trung bình, người, người lớn, người: màu da trung bình
🧑🏾	giới tính chung, giới tính không xác định, màu da tối trung bình, người, người lớn, người: màu da tối trung bình
🧑🏿	giới tính chung, giới tính không xác định, màu da tối, người, người lớn, người: màu da tối
👱	người tóc vàng hoe, người: tóc vàng hoe, tóc vàng hoe
👱🏻	màu da sáng, người tóc vàng hoe, người tóc vàng hoe: màu da sáng, người: tóc vàng hoe, tóc vàng hoe
👱🏼	màu da sáng trung bình, người tóc vàng hoe, người tóc vàng hoe: màu da sáng trung bình, người: tóc vàng hoe, tóc vàng hoe
👱🏽	màu da trung bình, người tóc vàng hoe, người tóc vàng hoe: màu da trung bình, người: tóc vàng hoe, tóc vàng hoe
👱🏾	màu da tối trung bình, người tóc vàng hoe, người tóc vàng hoe: màu da tối trung bình, người: tóc vàng hoe, tóc vàng hoe
👱🏿	màu da tối, người tóc vàng hoe, người tóc vàng hoe: màu da tối, người: tóc vàng hoe, tóc vàng hoe
👨	người lớn, đàn ông
👨🏻	màu da sáng, người lớn, đàn ông, đàn ông: màu da sáng
👨🏼	màu da sáng trung bình, người lớn, đàn ông, đàn ông: màu da sáng trung bình
👨🏽	màu da trung bình, người lớn, đàn ông, đàn ông: màu da trung bình
👨🏾	màu da tối trung bình, người lớn, đàn ông, đàn ông: màu da tối trung bình
👨🏿	màu da tối, người lớn, đàn ông, đàn ông: màu da tối
🧔	người, người đàn ông có râu, râu
🧔🏻	màu da sáng, người, người đàn ông có râu, người đàn ông có râu: màu da sáng, râu
🧔🏼	màu da sáng trung bình, người, người đàn ông có râu, người đàn ông có râu: màu da sáng trung bình, râu
🧔🏽	màu da trung bình, người, người đàn ông có râu, người đàn ông có râu: màu da trung bình, râu
🧔🏾	màu da tối trung bình, người, người đàn ông có râu, người đàn ông có râu: màu da tối trung bình, râu
🧔🏿	màu da tối, người, người đàn ông có râu, người đàn ông có râu: màu da tối, râu
👱‍♂	người đàn ông tóc vàng hoe, tóc vàng hoe, đàn ông, đàn ông: tóc vàng hoe
👱🏻‍♂	màu da sáng, người đàn ông tóc vàng hoe, người đàn ông tóc vàng hoe: màu da sáng, tóc vàng hoe, đàn ông, đàn ông: tóc vàng hoe
👱🏼‍♂	màu da sáng trung bình, người đàn ông tóc vàng hoe, người đàn ông tóc vàng hoe: màu da sáng trung bình, tóc vàng hoe, đàn ông, đàn ông: tóc vàng hoe
👱🏽‍♂	màu da trung bình, người đàn ông tóc vàng hoe, người đàn ông tóc vàng hoe: màu da trung bình, tóc vàng hoe, đàn ông, đàn ông: tóc vàng hoe
👱🏾‍♂	màu da tối trung bình, người đàn ông tóc vàng hoe, người đàn ông tóc vàng hoe: màu da tối trung bình, tóc vàng hoe, đàn ông, đàn ông: tóc vàng hoe
👱🏿‍♂	màu da tối, người đàn ông tóc vàng hoe, người đàn ông tóc vàng hoe: màu da tối, tóc vàng hoe, đàn ông, đàn ông: tóc vàng hoe
👨‍🦰	người lớn, tóc đỏ, đàn ông, đàn ông: tóc đỏ
👨🏻‍🦰	màu da sáng, người lớn, tóc đỏ, đàn ông, đàn ông: màu da sáng và tóc đỏ
👨🏼‍🦰	màu da sáng trung bình, người lớn, tóc đỏ, đàn ông, đàn ông: màu da sáng trung bình và tóc đỏ
👨🏽‍🦰	màu da trung bình, người lớn, tóc đỏ, đàn ông, đàn ông: màu da trung bình và tóc đỏ
👨🏾‍🦰	màu da tối trung bình, người lớn, tóc đỏ, đàn ông, đàn ông: màu da tối trung bình và tóc đỏ
👨🏿‍🦰	màu da tối, người lớn, tóc đỏ, đàn ông, đàn ông: màu da tối và tóc đỏ
👨‍🦱	người lớn, tóc xoăn, đàn ông, đàn ông: tóc xoăn
👨🏻‍🦱	màu da sáng, người lớn, tóc xoăn, đàn ông, đàn ông: màu da sáng và tóc xoăn
👨🏼‍🦱	màu da sáng trung bình, người lớn, tóc xoăn, đàn ông, đàn ông: màu da sáng trung bình và tóc xoăn
👨🏽‍🦱	màu da trung bình, người lớn, tóc xoăn, đàn ông, đàn ông: màu da trung bình và tóc xoăn
👨🏾‍🦱	màu da tối trung bình, người lớn, tóc xoăn, đàn ông, đàn ông: màu da tối trung bình và tóc xoăn
👨🏿‍🦱	màu da tối, người lớn, tóc xoăn, đàn ông, đàn ông: màu da tối và tóc xoăn
👨‍🦳	người lớn, tóc trắng, đàn ông, đàn ông: tóc trắng
👨🏻‍🦳	màu da sáng, người lớn, tóc trắng, đàn ông, đàn ông: màu da sáng và tóc trắng
👨🏼‍🦳	màu da sáng trung bình, người lớn, tóc trắng, đàn ông, đàn ông: màu da sáng trung bình và tóc trắng
👨🏽‍🦳	màu da trung bình, người lớn, tóc trắng, đàn ông, đàn ông: màu da trung bình và tóc trắng
👨🏾‍🦳	màu da tối trung bình, người lớn, tóc trắng, đàn ông, đàn ông: màu da tối trung bình và tóc trắng
👨🏿‍🦳	màu da tối, người lớn, tóc trắng, đàn ông, đàn ông: màu da tối và tóc trắng
👨‍🦲	hói, người lớn, đàn ông, đàn ông: hói
👨🏻‍🦲	hói, màu da sáng, người lớn, đàn ông, đàn ông: màu da sáng và hói
👨🏼‍🦲	hói, màu da sáng trung bình, người lớn, đàn ông, đàn ông: màu da sáng trung bình và hói
👨🏽‍🦲	hói, màu da trung bình, người lớn, đàn ông, đàn ông: màu da trung bình và hói
👨🏾‍🦲	hói, màu da tối trung bình, người lớn, đàn ông, đàn ông: màu da tối trung bình và hói
👨🏿‍🦲	hói, màu da tối, người lớn, đàn ông, đàn ông: màu da tối và hói
👩	người lớn, phụ nữ
👩🏻	màu da sáng, người lớn, phụ nữ, phụ nữ: màu da sáng
👩🏼	màu da sáng trung bình, người lớn, phụ nữ, phụ nữ: màu da sáng trung bình
👩🏽	màu da trung bình, người lớn, phụ nữ, phụ nữ: màu da trung bình
👩🏾	màu da tối trung bình, người lớn, phụ nữ, phụ nữ: màu da tối trung bình
👩🏿	màu da tối, người lớn, phụ nữ, phụ nữ: màu da tối
